ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
520,19,0,"","","w w w w w w w w; w w w w w: Tw wt w w w w:"
521,8,0,"","","w w w, w w w w w."
522,23,0,"","","w w w w w, w w w w w w w, w w w w w w w w w w w."
523,29,3,"","","w w, w w Twt w w w w w w w, w w w w w w w w w w w w w w w w w;"
524,31,0,"","","w w w w w w w w, w w w w w w w, w w w w w w w, w w w, w w w w w w:"
525,19,0,"","","w w w w w w w w w w w w w w w w w w w."
526,21,0,"","","w w w w w, w w w w w, w w w w w w w w w Tw wt;"
527,28,0,"","","w w w w w w w, Twt w w w w Twt w w; w w w w w w w w w w, Twt w w;"
528,19,0,"","","w w w w w w w w w w w w w w, w w w w w:"
529,17,0,"","","w w w w w w w w w w w, w w w w w w."
530,13,0,"","","w w w w w w w w w w w w w."
531,20,0,"","","w w w w w w w w w, w w w w w, w w w w w w;"
532,19,0,"","","w w w w w w w w w w w, w w w w w w w Twt;"
533,16,0,"","","w w w w w w w w w w w w w w w w:"
534,15,0,"","","w w w w w w w w w w w w w w w."
769,13,0,"","","w w w w w, w w w w w w w w,"
770,18,0,"","","w w w w w w w w w w w w w w w w w w:"
771,18,0,"","","w w w w w w w w w w w; (w w w w w w w,"
772,14,0,"","","w, w w w, w w w w w w w w w w)"
773,27,0,"","","w w w w w w w w w w w w w, w w w w w w w w w w w w w w;"
774,21,0,"","","w w w w w w, w w w w w, w w w w w w w w w w:"
775,25,0,"","","w w w w w w, w w w w w w w w w w w w w w w w w w w."
776,27,0,"","","w w, w w w w w w w w w, w w w w, w w w w w w w w w w w w;"
777,32,0,"","","w w w w Twt w w Twt w w w w w, w w w w w w w w w w w w, w w w w w w w:"
778,24,0,"","","w w w w w w w w w w w w Twt w w w w w w w w w w w,"
779,13,0,"","","w w w w w w w w w w w w w:"
780,14,0,"","","w w w w w w w w w w w w w w."
781,16,0,"","","w w w w w w w w w w w w, w w w w."
782,15,0,"","","w w w w w w w w w w w w w w w,"
783,11,0,"","","w w w w w w w w w w w,"
784,24,0,"","","w w w w w, w w w w w w w, w w w w w w w w w w w w;"
785,17,0,"","","w w w w w w w w w; w w, w w w w w w,"
786,18,0,"","","w w w w w w w w w Twt w w, w w, w w, w w;"
787,21,0,"","","w w w w w w w, w w w, w w w w w w w w w w w."
788,25,3,"","","w w w w w w w w w w w w w w w w w, w w w w w w w w,"
789,17,0,"","","w w Twt w w w w w w w w w w, w w w. w."
1025,20,0,"","","w w, w w w w w, w w w w w w w w w w w w w,"
1026,12,0,"","","w w w w w, w w, w w w w w;"
1027,13,0,"","","w w w w w w w w w w w w w."
1028,18,0,"","","Tw wt w w, w w w, w w w w w w w w w w w;"
1029,6,0,"","","w w, w w, w w,"
1030,17,0,"","","w w w w w w, w Twt w w, w w w, w w w w."
1031,18,0,"","","w w w w w w w w w w w w w w w w w w."
1032,18,0,"","","w w w, w w w w w w, w w w w, w w w w w."
1033,20,0,"","","(w w w w, w w w w w w w w w w w w w w w w?"
1034,20,0,"","","w w w w w w w w w w w w w w, w w w w w w.)"
1035,16,0,"","","w w w w, w; w w, w; w w, w; w w, w w w;"
1036,20,0,"","","w w w w w w, w w w w w w, w w w w w w w w:"
1037,34,0,"","","w w w w w w w w w w, w w w w w w w w w, w w w w, w w w w w w w w w w w:"
1038,34,0,"","","w w Twt w w w w, w w w w, w w w w w w w w, w w w w w, Twt w w, w w w w w w w;"
1039,20,0,"","","w w w w w w, w w w w w w w w, w w w w, Twt w:"
1040,39,0,"","","w w w w w w w w w w w w w w w w, w w w w w w w w w w w, w w w w w w w w w w w w."
1041,24,3,"","","w w w w, w w w w w, w w w w w w w w w, w w w w w w,"
1042,25,0,"","","w w w w, w w w w w w w w w w w w w w, w w w w w w w:"
1043,16,0,"","","w w w w w w w w w w, w w w w w w."
1044,7,0,"","","w w w w w w w;"
1045,20,0,"","","w w w w w w w w, w w w w w w, w w w w w w:"
1046,19,0,"","","w w w w w w w w w w w, w w w w w w w w;"
1047,9,0,"","","w w w w w w w w w;"
1048,18,0,"","","w w w w w w w w, w w w w w w w w w w."
1049,18,3,"","","w w w w, w w w w w w w: w w w w w w w."
1050,15,0,"","","w w w, w w w: w w w w w w w w w:"
1051,6,0,"","","w w w w w w."
1052,31,0,"","","w w w w w w w: w w w w w, w w Twt w w w w w w, w w w w w w w w w w."
1053,27,0,"","","w w w w w w w w w, w w w w w w w w w w, w w w w w w w w."
1054,17,0,"","","w w w w w w w w, w w w w w w w w w."
1055,20,0,"","","w w w, w w, w w, w w, w w w, w w w w w, w w w:"
1056,20,0,"","","w w w w w w w, w, w w w, w w w w w w w w w."
1281,9,0,"","","w w w w w w, w w w;"
1282,27,0,"","","w w w w, w w w w w w, w w w w w w w w w w w w w w w w w."
1283,18,0,"","","w w, w w w, w w, w w w w w w w w, w w w;"
1284,16,0,"","","w w, w w w, w w, w w w w: w w w w w."
1285,28,0,"","","w w w w, w w w, w w w, w w w, w w w w, w w w w w w w w w w w."
1286,23,0,"","","w w w w w w w w: w w w w w w w w w w w w w w w."
1287,7,0,"","","w w w w w w w."
1288,18,0,"","","w w w w w, w w Tw wt w w w w: w w w w w:"
1289,14,0,"","","(w w w w w w Twt w w w w w w w;)"
1290,7,0,"","","w w w w w w w."
1291,14,0,"","","w w w w w w w w w w, w w w Twt."
1292,18,0,"","","w w w w w w w w w w w w w w w w w w."
1293,19,0,"","","w w w w w w w w w w w w: w w w w w w w."
1294,18,0,"","","w w w, w w w w, w w w w w, w w w w w w."
1295,12,0,"","","w w w w w w, w w w, w w w,"
1296,8,0,"","","w w w, w w w w w."
1297,14,0,"","","w w w w w, w w w w w w w w Twt."
1298,15,0,"","","w w w w w w, w w w; w w w w w w;"
1299,20,0,"","","w w w w w w w w w w, w w w w w w w w w w;"
1300,19,0,"","","w w w w w w w w w w w w w w w w w w w;"
1301,10,0,"","","w w w w w w w w w w."
1302,11,0,"","","w, w w w w w w, w w w w."
1303,26,0,"","","w w w w w w w w w, w w w w w w w w w: w w w w w w w w."
1304,20,0,"","","w w w w w w w w, w Twt w w Twt w w w w w w w."
1305,16,0,"","","w, w w w, w w w w w w w, w w w w w;"
1306,15,0,"","","w w w w w w w w w w w w w w w,"
1307,28,0,"","","w w w w w w w w w w, w w w, w w, w w w w; w w w w w w w w w."
1308,18,0,"","","w w w w w w w w w w w. w w w w w w w."
1309,20,0,"","","w w w w w w w w w; w w w w w, w w w w w w:"
1310,14,0,"","","w w w w w w w, w w w, w w w w."
1311,25,0,"","","w w w w w w w w w w w, w w w w w w w, w w w w w w w."
1312,13,0,"","","w w w w w: w w w w w w w w."
1313,24,0,"","","w w w w w w w w w w w w w w w; w w w Twt w w w Twt w."
1537,11,0,"","","w, w w w w w w: w w w w."
1538,12,0,"","","w w w w w; (w w w w w w w;)"
1539,15,0,"","","w w w w w w w, w w w w w w w w."
1540,21,0,"","","w, w w, w w w w w w: w w w w w w w w w w w w."
1541,25,0,"","","w, w w w w w w Twt w w w w w, w w w w, w w w w w, w w w;"
1542,19,0,"","","w w w, w w; w w w w w w, w w w w w w w w;"
1543,13,0,"","","w w w w w, w w w w, w w w w:"
1544,22,0,"","","w w w w w w w w, w w w w w w w w, w Tw wt w w w."
1545,27,0,"","","w, w w, w w w w w w, w w: w w w w w w w w; w w w w w w w w."
1546,15,3,"","","w, w w, w w w w w, w w w w w w w."
1547,20,0,"","","w w w w w w w, w w w w w w w w w w w w w."
1548,28,0,"","","w w w w w w w w, w w w, w w, w w w w w w w w w, w w w w w Twt."
1549,26,0,"","","w w w w w w w w w, w w w w w w w w w w w, w w w w, w w."
1550,16,0,"","","w w, w w w w w w w, w w w w w w w;"
1551,12,0,"","","w w w w w w w w w w w w;"
1552,21,0,"","","w w, w w w w w, w w w w w w w w w w w w w w."
1553,18,0,"","","w w w w w w, w w w w w w, w w w w w w:"
1554,21,0,"","","w w w w w w w w w w, w w w w w w w w w w w;"
1555,25,0,"","","w w w, w w w w w w w, w w w w w w w, w w w w w w w w,"
1556,19,0,"","","w w w w w w w w: w w w w w w, w w w w w."
1557,29,3,"","","w w w w w w w w, Twt w w w, w, w w w w w w w w w, w w w w w w w:"
1558,23,0,"","","w w w w w w w w w w, w w w w w w, w Twt w w w w w."
1559,18,3,"","","w Twt w w w, w w w w, w w w w w w w w w."
1560,14,0,"","","w Twt w w w w w w w w w w w. w."
