ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
771,27,0,"","","w w w, w, w w w w w w w w; w w w, w w w w w w w w w w w w;"
772,16,0,"","","w w w, w w w w w; w w w, w w w w w;"
773,15,0,"","","w w w, w, w w w w. w w w w w w w."
774,29,2,"","","w w w w w, w w w w w w w w w w w w w w, w w w w w w w w w w."
775,27,3,"","","w w w w w, w w Twt w, w w w w: w Twt w w w, w w w w w w w w w?"
776,61,0,"","","w w w w w w w w w w, w w, Twt w w w w, w w w w w w w w w w w w w w w, w w w, w w w w, w w w w w w w w w w, w w w w w w w w w w w w?"
777,22,0,"","","w w w w w, w w w, w, w w Dwd w w w w, w w w w w w;"
778,27,0,"","","w w w w w w w w w, w w w w w w w w w w w w w, w w w w w."
779,13,0,"","","w w w w w w w w w, w w w w."
780,36,2,"","","w w w w w w w w w, w, w Twt w w? w Twt, w w w w w, w, w, w w Tw wt w w, w w w w w w w."
781,40,2,"","","w w w, w; w w w w w w w: w w w w w w w, w w, w w w w w w, w w w w w w w, w w w w w w w."
782,26,0,"","","w w w w w w w w, w, w Twt w w w, w w w w w w w w w w w w."
783,16,0,"","","w w w, w w w w Twt w, Twt w w w w w w."
784,22,0,"","","w w w w w w w w w w w w. w w w w w, w, w. w w w."
785,22,2,"","","w w w w w w w w w, w, w w w w w w w Tw wt w w w:"
786,41,0,"","","w w w Twt: w w Dwd w w w w, w, w w w w w w w w w w w w w w w w w w w w, w w w w w w w w w."
787,38,0,"","","w w w w w w w w w: w w w w w w w w w w w w w w w w w w w, w w w w w w w w w w."
788,25,0,"","","w w w w w w w, w w w w w. w w w w w w w w Twt w w w w."
789,49,0,"","","w w w w w, w w w w w, w w w w w w w w w w, w w w w w w w w, w w w w w w w w w w w. w w w w w; w w w w w."
790,41,1,"","","w, w, w w w w w w w w Twt w w, w w w w w w w w: w w Twt w w w w w; w w w w w w, w w w w w w."
791,37,0,"","","w w w w w w w Twt w w w w, w w w, w, w w w w w w w w w, w w w w w w, w w w w w w."
792,31,0,"","","w w w w w w, w w, w w w w? w, w w w w; w Twt w Twt w w w w w, w w w w w?"
793,30,0,"","","w w w w w w w, w w w w w w, w w w w w w w w w w, w w w w w w w."
794,27,0,"","","w w w w w w w w, w w w w w, w w w w w w w w w: w w w Twt w."
795,37,0,"","","w w w w w w w, w w w w w w w w w w w w, w w w w w w w Twt, w w w, w w w w w w w."
796,28,2,"","","w w w w w Twt, w w, w w w w Twt w w w Dwd w w w w w w w w w w w:"
797,50,0,"","","w w w w w w w w, w w w w w w; w w w w w w w w w w w w w w w, w w w w w, w w w w w w, w w w w w w, w w w w."
798,20,0,"","","w w w w w w w w, w w w w w w w w w w w w."
799,33,2,"","","w w w w w, w w w w w w Twt w w, w w w, w w w w w, w w w w. w w w Twt w w w."
800,25,0,"","","w w w w w w: w w w w w w w, w w w w w w w; w w w w w."
801,14,0,"","","w w w w w w, w w, w w w w w w?"
802,29,0,"","","w w Twt w w, w w w w w w: w w w w w w w, Twt w w. w w w w w w w w."
803,40,0,"","","w w w w w w w w w w w w w w w w w, w w, w, w w w w w, w w w, w w w w, w w w, w w w w w."
804,21,0,"","","w w w w w w Tw wt, w w w w: w w w w w w w w w."
805,24,0,"","","w w w w w w w w w w w w w w w w w w w w w w w w."
806,24,0,"","","w w w w w w w, w w w w w w w w w w w w w w w w w?"
807,33,0,"","","w w Twt w w w, w w w; w w w w w w w Twt w w w w: w Dwd w w w w w w w w w w."
1025,21,0,"","","w w w w w w w w w w w, w w w w, w w w w w w."
1026,43,0,"","","w w w w w w Tw wt w w w: w w w w w Twt w, w w w w w w w, w w w w w w, w w w w w: (w w w w w w w:"
1027,13,0,"","","w w w w w w, w w w w w w w.)"
1028,59,0,"","","w w, w w, w w w Tw wt w w Twt w. w w w w w w w w w w w w w w w w, w w w w w w, w w: w w w w w, w w w w w w, w w w, w w w. w w w Twt w."
1029,31,0,"","","w w w w w w w, w w w, w, w w w w w w w w w w w w w, w w w w w w w."
1030,32,0,"","","w w w w w w w w w w, Tw wt w w w w w; w w w w w w w Twt: w w w w w w w."
1031,38,0,"","","w w w w w w w, w w w w w w w w, w w w w, w w w, w w w, w w w w, w w w w w w w w w."
1032,48,0,"","","w w w w w w w w w w w, w w w w w, w w w w w w w w w w w, w w w w; w w Dwd w w w w w w w w w w, w w w w."
1033,31,1,"","","w w w w w w w w, w w w w w w, w w w w, Twt w Dwd w, w w w w w w w w w,"
1034,38,0,"","","w w w w, w, w, w w w, w w w w w w, w w w w w, w w w w w, w Twt w w w w w w w w w w w:"
1035,36,0,"","","w w w, w w w w w w w w w w w w w w w? w w w w w w w w w w w, w w w w w w w?"
1036,44,0,"","","w w w w w w, w w w w, w w w w w w w w, w w Twt w w w w w w. w w w w w w w, w w Twt w w w w w w w."
1281,22,0,"","","w w w w w w w w w w w, w w, w, w, w Twt w w w w w."
1282,40,0,"","","w w w w, w w w w w w, w w w w w w w w w w: w w Dwd w w w, w w w w w w, w w w w w w w w."
1283,32,0,"","","w w w w w w w w w w w w; w w w w w w w w w w w w Dwd: w w w w w w w."
1284,15,2,"","","w Twt w w w w w w w w, Twt w w w w."
1285,25,0,"","","w w w w w w w w w w w: w w w w w w w w w w w w w w."
1286,43,1,"","","w w w w w w w w w w w w, w w w w w: w w w w, w, w w w w w w w w w, w w w w w w: w, w w w w w."
1287,15,0,"","","w w w w w w w w: w w Twt w w w w."
1288,48,0,"","","w w w w w w, w w w w w w, w w w w, w w w w w w, Tw wt w w w w, Tw w w w w wt. w w w, w w w w w w w w w w w."
1289,22,0,"","","w w w w w w, w w w w w w w. w w w w w w w w w."
1290,16,0,"","","w w w w, w w w, w w Dwd w w w Twt w w."
1291,22,1,"","","w w w w w w w w w, w w w, w w, w w: w w w w w w."
1292,24,0,"","","w w w w w Dwd w w w w w w, w w w w w w w w w w w w."
1293,27,2,"","","w w w Twt w w w w w w w, w w w w w w: w w w w w w w w w w."
1294,21,0,"","","w w Twt w w w w w w w w w w w; w, w w, w w, w w,"
1295,8,0,"","","w w, w w, w w, w w,"
1296,6,0,"","","w w, w w, w w."
1297,32,1,"","","w w w w w w w w w w w w w, w w w w w w w w; w w w Tw wt, w w w w w w."
1298,12,0,"","","w w w w w w w w w w w w."
1299,39,0,"","","w w w w w Dwd, w, w w w w w w w? w w w w w w w? w w Dwd w w w, w w: w w w w w w w w w w."
1300,36,0,"","","w w w w w, w w w w w, w w, w Dwd w w w w w w w w, w w w w w. w w w w w w w w w."
1301,13,0,"","","w w w w w w, w w w w w w w."
1302,15,2,"","","w w w w w w w, w w w w w w w w."
1303,29,0,"","","w w w w w w Dwd, w w, w w w w w; Twt w w w w w, w w w w w w w w w."
1304,41,0,"","","w w w w, w w w w w w w w w w w w w w w, w w w w w w: w w w w Dwd w w w w, w w w w w w w."
1305,21,0,"","","w w w w, w w Dwd w w w; w w w w w w w w w w w."
1537,12,0,"","","w, w w w w Twt w Twt w w, w w."
1538,43,0,"","","w w w, w w w w w w w Twt w w w w w w, w w w w w w w w w, w w w w w w w w w Dwd w w w w Twt w w."
1539,36,0,"","","w w w w w w w w w w w, w w w w w w w w w w Twt w w: w w w w, w w w w, w w w w."
1540,25,0,"","","w w w w w w w w w w w Twt w w, w w w w w: w w w w w w."
1541,36,0,"","","w w w w w w w w w w w Dwd w w w w Tw w wt w w, w w w, w w w, w w w, w w w, w w w."
1542,27,1,"","","w w w w w w w, w w w Tw wt w w w w w, w w w w w; w w w w Twt."
1543,27,0,"","","w w w w w Dwd w w w w; w w w w w w Twt w; w w w w w w w w w."
1544,25,0,"","","w w w w, w w Dwd w w w w w w: w w w w w w w w w w w w."
1545,21,0,"","","w w w w w w Dwd w w, w w, w w w w w w Dwd w w w?"
1546,29,0,"","","w w w w w w w w w Dwd w w w w w w w: w w w w w w w w w w w w."
1547,25,0,"","","w w w w w Dwd w w w w w w w w w w: w w Dwd w w, w w w w."
1548,49,1,"","","w w w w w w, w, w Dwd w w w w w w, w w w Twt w w, w w w w w w. w w w w w w w w w w w w w w w w w w w w w w."
1549,23,0,"","","w w w Twt, w w w w w w w w w Dwd w w w w, w w w w w."
1550,18,0,"","","w w w w w Dwd w w Twt w; w w Twt w w w w w."
1551,24,0,"","","w w w w w w w w w w w w w w Dwd w w, w w w w w w w."
1552,37,0,"","","w w w w w w Dwd w w w w w w, w w w w w w w, w w w w w w w w w Dwd; w w w w w w w."
1553,38,2,"","","w w w w w w w w Dwd, w w w w w w, w w w w w w w w w w w w: w w w w w w w w w w Dwd."
1554,28,0,"","","w w w w w w w w w w w w w w w w, w w w w w w w w w Dwd w w."
1555,49,0,"","","w w w w w w w, Twt w w w w w w, w w w w w w w, w w w w w w w, w w w w Tw wt, w w w Tw wt. w w w w w w w w w w."
1556,52,1,"","","w w w w w w w. w w w w w w w w w w w, w w, w w w w w w w w w, w w w w w w w w w w w w w w, w w w w w w w w w!"
1557,40,0,"","","w w w w w, Tw wt w w Dwd, w w w w w w, w w w w w, w w w w w w w w w Dwd, w w: w w w w w w Dwd."
1558,34,0,"","","w w w w w w w w w, w w w w w w w w: w w w w w w w w w, w w w w w w w w."
1559,15,0,"","","w w w w w w w w w w w w w w w."
1793,25,0,"","","w w w w w, w w w w w w w, w w Dwd w w w w w w w w w w;"
1794,25,0,"","","w w w w w w w w, w w, w w w w w w w, w w w w w w w w."
1795,20,0,"","","w w w w w w, w, w w w Twt w w w; w w Dwd Twt w w."
1796,17,1,"","","w w w w w w w, w w w w w Dwd w w w, w,"
1797,21,0,"","","w w w w w w, w w w Dwd, w w w w w w w w w w w?"
1798,36,0,"","","w w w w w w Twt w w w w w w w w w w w w w w w, w w w w, w w w w w w w w w w."
1799,43,0,"","","w w Tw wt w w w w w w w w w w w w w w w w w w w w w, w w w w w w w w, w, w w w w w w w w w?"
1800,34,0,"","","w w w w w w w w w w, w w w Dwd w w, w w w w w w, w w w w, w w w w w w, w w:"
1801,39,0,"","","w w w w w w w w, w w w w w w w w w w w, w w w w w w w, w w w w w w w Twt w Twt w w w."
1802,40,0,"","","w w w w w w w w w w, w w w w, w w w w w w w w w w, w w w w; w w w w w w w w w w, w w,"
1803,37,0,"","","w w w w w w w w w Tw wt w w w w, w w w w w w w w w w. w w Dwd w w w w w w w w w."
1804,34,2,"","","w w w w w w, w w w w w w w, w w w w w w w w, w w w w w w w, w w w w w w."
1805,19,0,"","","w w w w w w w w, w w w w w w w w w w w."
1806,33,0,"","","w w w w w, w w w w w w. w w w w, w w w w w w w w w, w w w w w w w w w:"
1807,21,0,"","","w w w w w w w w w, w w w Twt w w, w w w w w w."
1808,20,0,"","","w w w w w w w w w w w w w: w w w w w w w."
1809,17,0,"","","w w w w w, w w w w w w, w w w w w w."
1810,30,1,"","","w w w w w, w w w w Dwd, w w w, w Twt w, w w Dwd? w w Twt w w, w w w w w w?"
1811,38,0,"","","w w w w w w w w w w, w w Dwd; w w w w w w w w w w w w w w w. w Twt w w w w w, w w Dwd?"
1812,15,0,"","","w w w w w w w w? w w, w Dwd, w w w."
1813,23,0,"","","w w w w, w w w w w w, w w w w w w w, w w w w w Twt."
1814,30,0,"","","w w w w, w Dwd w: w Tw wt w w w, w Tw w wt w w w, w w w w w w w w w w."
1815,58,0,"","","w w w w w w w Twt w w w, Twt w w, w w w w w w w w w w, w w w w w w, w w w w w w w w w, w w w, w w w, w w w w w w w, Twt w w w w w?"
1816,24,0,"","","w w w w w w w w w Tw wt w w w w w w: w w, Dwd, w w w w."
1817,28,0,"","","w w, w Dwd w, w w w w w w w w w, w w w w, w Twt w w, w w w w w w."
1818,30,0,"","","w w w w w w w w, w, w Dwd w w Twt w w w w: w w w w w w w w w w w w."
1819,35,0,"","","w w, w Dwd w w, w w w, w w w w w, w, w w w w w w: w w w w w w w w w w w w w w."
1820,23,0,"","","w w, w w Dwd, w Twt w w, w w w w w, w w w w w w w w w:"
1821,43,0,"","","w w w w w w w w w w w w w, w w w w w w w w: w w, w w Dwd, w w Twt: w w w w w w w w w w w w w w."
2049,26,0,"","","w w w w w w w, w w w w w, w w w: w w w w w w w w w w w."
2050,44,0,"","","w w w w, w w w w w w, w w w w w w; w w w w w w w w w w, w w w w w w w w. w Twt w w w w w, Twt w w."
2051,22,2,"","","w w w w, w w w w, w w w, w w w w w w w w w w w."
2052,31,0,"","","w w w w w w w Twt, w w w w, w w w w: w w w w w w Twt, w w w w Twt w w w."
2053,23,0,"","","w w w w w w w w w w w w w, w w w w w w w w w w."
2054,26,0,"","","w w w w w w w w: w w w w w w w, Twt w w. w w Dwd w w w w w."
2055,19,0,"","","w w w w w w w w w w w w w w, w w w w w."
2056,15,0,"","","w w w, w w w, w w w, w w w w w w."
2057,15,1,"","","w w w w w w w w w w w w w w w,"
2058,47,0,"","","w w w w w w w w w, w w w, w w w w, w w w w w w, w w w: w w w w w w. w Twt w w w w w w, w w w w, w w w w:"
2059,24,0,"","","w w w w w w w w Dwd, w w w w w w w w w w w w w w w;"
2060,30,0,"","","w w, w w w, w w w w w w, w w w w, w w w, w w w w w w, w w w, w w w."
2061,23,0,"","","w w w Twt w w w w w w w w w w w w w w w, Twt w w Twt."
2062,28,2,"","","w w w w w w; w w w w w w, w w w w w w w w. w w Dwd w w w w w."
2063,16,3,"","","w w w w w w; w w w w w w w w w w."
2064,18,0,"","","w w w w w w Twt w w w; w w w w w w Twt w;"
2065,20,0,"","","w w w w w w, w w w w w w, Twt w w; w w Twt w w;"
2066,20,0,"","","w w w w w w Tw wt w w w w w w; w w w w w w."
2305,24,0,"","","w w w, w w w w w w w w w w w w, w w w w w w w w w?"
2306,37,0,"","","w Tw wt w w w w w w w w w Twt w. w w w w w w w w, w w w w w, Twt w w? w w w, w w Tw wt."
2307,41,0,"","","w w w w, Twt w w w w w w w w w, w w w w w w w w w w? w w w w w w, w w w w w, Tw wt w w Twt w."
2308,29,0,"","","w w w w w w, w Twt w? w w w w w w, w, w Twt w w w w w, w w w w, w w."
2309,19,2,"","","w w w w, w w w w w w w w w, w w w w, w w."
2310,33,0,"","","w w w, w w w w, w w w w, w w w w, w w w w w, w w w. w w w, w. w w w, w w w!"
2311,39,2,"","","w w w w w, w w: w w w w w w w w w w w w, w w w w w w w w w w w; w w w w w w w w w."
2312,22,0,"","","w w w w, w w, w Twt w w, w w w w w w w w w w w Twt?"
2313,29,1,"","","w w w w w w, w w, w w w w, w w w w w w w w w w w w w w w w w."
2314,50,0,"","","w w, w w w, w w w, w w w w w w, w w w w w Tw wt, w w w w w w w w w: w w w w w w w w w w w w. w w w w w w w w."
2315,41,0,"","","w w w w w w, w w w w w w w w w w w w, w w w w w. w w w, Tw w wt, w w w w w w, w w w w w w."
2316,23,0,"","","w w w w w w, w w Twt w. w w w w w w w w w Twt w w w."
2317,21,0,"","","w w w w w: w w w w w w w w w; w w w w w w w."
2561,24,0,"","","w w w w w w w, w w w w w w w w w, w w w w w w w w."
2562,47,0,"","","w w w, w w w w w w w w w w, w w w w w w w. w w w w w w w w w w w w w w w. w w w w w w w w w w w w."
2563,50,0,"","","w w w w w w w w w w w w w, w w w w w w w w, w w w w w w w? w w w Twt w w w w w, w w w w, w w w w w, w w w w?"
2564,30,0,"","","w w w w w, w w w w w w w w w, w w w w w w w w, Twt w w w, w w w w."
2565,32,0,"","","w w w Twt w w, w w w w w, w w w w w w: w w w w, w w w w w w w w, w Twt w."
2566,44,1,"","","w w w w w w w w w w w w, w w w w w w w w w w w, w w w w w, w w w, w w w w w w w, w w w w w w."
2567,17,0,"","","w w w w w Twt, w w w, w w w w w w w w."
2568,38,0,"","","w w w w w w w, w w w w w w w w w w w w w: w w w w w, w w w, w w, w w, Twt w w w w w."
2569,32,0,"","","w w w w w w w w w w w w w w w, w w w w w w Twt w w, w w Twt w w w w w:"
2570,27,0,"","","w w w w w w w w w w w w w w w, w w w w Twt w w w w w w w."
2571,34,0,"","","w w w, w w w w w w w w, w w w w w: w w w w w w w w w w w, w w w w w w w."
2572,29,0,"","","w w w w, w w w w w w w w w, w w w w w w w: w w Dwd w w w w w w."
2573,22,0,"","","w w w w, w w w w Twt w w, w w w w w w: w w w w w."
2574,35,0,"","","w w w w w w w w w w w w, w w w w w w, w w w w w. w w w w w w w w, w w w w."
2575,15,1,"","","w w w w w w w w w w w, w w w w."
2576,30,0,"","","w w w, w w w w w w Twt w w w: w w w w w; w w w w w w w w w Twt w w."
2577,32,0,"","","w w w w w w, w w w w w, w w w w, w w w w. w w w w w w w w w, w w w w."
2578,33,0,"","","w w w w w w; w w w Tw w wt w w w w w w, w w w w, w w w w w w w w, w w w."
2579,37,0,"","","w w w w w Tw wt w w w w w w w w w w, w w w w w, w w w. w w w w w w w w w w w w."
2817,47,0,"","","w w w w w, w w w w w, w w w w w w w Tw wt, w w w w, w w w w w, w w w; w w w w w w w, w w w. w w w w w w."
2818,43,2,"","","w w w w w w w w, w w w w w w w, w w w w w w w w w: w w w w w w w w w w; w w w Twt w w w w w."
2819,25,0,"","","w w w w w w w w. w Twt w, Twt w w w, w w w w, w w w w w w?"
2820,31,0,"","","w w w w, w w w; w w w w w w, w w w w w; w w w w w w w: w w w w w w."
2821,15,0,"","","w w w w, w w w w w, w w, w Twt w w."
2822,17,1,"","","w w w w w, Twt, w w w w w. w w w w w w."
2823,24,0,"","","w w w w w w w, w w Tw wt w w w, w w w w w, w w w w w."
2824,33,0,"","","w w w w w, w w w w w, w w w w. w w w w w w w w, w w w w w w Tw wt w w w."
2825,24,0,"","","w w w w w w w w w w w w w w w w w, w w w w w w w."
2826,34,0,"","","w w w w w w, w, w w w w w w w, w w w w, w w w w Twt w? w Twt w w w w w w w w?"
2827,62,0,"","","w w w w w, w w, w w, w w, w w w; w w w w, w w w w w w, w w w w w w; w w w w w w w, w w w w w, w w w w w w? Twt w w, w Twt w w w, w w w w w w."
2828,28,0,"","","w w w w w, w w w w w, w w w w w w w w. w w w w w w w, w w w."
2829,42,0,"","","w w w w w w, w w w w w w w; w w w w w: w w w w w w w w w w w w w w w w w, w w w w w w w."
2830,23,1,"","","w w w w w w w w, w w w w w w w, w w Twt w w w w w."
2831,29,0,"","","w w w w w w, w, w w w w w w w w w w, w w w w w, w w w w w, w w."
2832,24,0,"","","w w w w w, w w w w w, w w w w w w w w w w w w w Twt."
2833,30,0,"","","w w w w w w w w, w w w w: w w w Twt w w w w w w w w; w w w w w w."
2834,12,2,"","","w w w w w w w w w w w w;"
2835,21,0,"","","w w w w, w, w w w w w w w w w w w w w w w w,"
2836,36,0,"","","w w w w w w w w w, w w w w w, w w w w w w w w w w w w? w w w w w w w w w w?"
2837,44,0,"","","w w w w w w w? w w w w w w w w w w w w w w w, w w w w w? w w w w w w? w w w, w w w w w w w w."
2838,16,2,"","","w w w w, w w w w w w w w w w w w."
2839,32,0,"","","w w w w w w, w w w w w w, w w w w w w w w, w w w w w w w w w w w w."
2840,28,0,"","","w w w w w w w w w w w; w Twt w w w w w w, w w w w w w w w w."
2841,42,0,"","","w w w w w w, w w w w w w, w w w w w w, w w w w w w w w w: w w w w w w w w, w w w: w w w w."
2842,18,2,"","","w w w w w w w w w w w w w, w w w w w."
2843,34,0,"","","w w w w w w, w w w w w w w w, w w w w w, w w w w w. w w w w w w w w w Dwd."
3073,30,0,"","","w w Dwd w w w w. w w w w w, w w w w, w w w w w w w; w w w, w w w w."
3074,9,0,"","","w w Twt w w w w w w:"
3075,54,0,"","","w w w Twt w w, w w w w w, w w w w w w w: w w w w w w w, w w w w; w w w w w w w, w w w w w w, w w w w w, w w w w w w w."
3076,51,0,"","","w w w w w w w w w, w w w w w w w w w w w w w w, w w w w w w w w w w w; w w w w w w, w w w w w w w w w w w."
3077,28,0,"","","w w w w w w w w w; w w w w w, Twt w Dwd w, w w w w w w Twt w w w:"
3078,18,0,"","","w w w w w w w, w w w w w, w w w w w w."
3079,32,2,"","","w w w w w, w Twt w w. w w w Dwd w w w, w w w w w w, w w w w w w w w w w;"
3080,42,0,"","","w w w w w w w, w w w w w w w, w w w w w w w w w w; w w Tw w wt w w, w w w w w w w w w w w."
3081,45,0,"","","w w w w w w w w Dwd, w w w w w w? w w w w w w w w w, w w w w w Tw wt w w, w w w w w w w w w w w w."
3082,28,0,"","","w w w w w w w w w w; w w w w w, w w w w w w w w w w w w w."
3083,45,0,"","","w w w Dwd, w, w w w w w w w w w w w w, w w w w w w w w w, w w Twt w w w, w w w w w w w w w w w w w."
3084,18,0,"","","w w w Twt w: w w w w w w w w w, w w w w."
3085,28,0,"","","w w w w w, w w w w w Dwd. w w w w w, w Dwd w w w w w w; w w w w."
3086,29,0,"","","w, w w w w w w w w w w w w w w Dwd w w, w w w Tw wt w w w w w w."
3087,23,1,"","","w w w w w w. w w Dwd w w w w w w w w w, w w w w w."
3088,20,0,"","","w w w w w w w; w w w, w w w, w w w w w w w."
3089,29,0,"","","w w w w w w w, Tw wt w w, w w w w w w w: w w w w, w w w w w w w."
3090,64,0,"","","w w w w w w w w w, w w w w. w w w w w w w w w w w w w w: w w w, w, w w w w w w, w w w w, w w w w w w w w: w w w w w w, w w w w w w w w w?"
3091,31,0,"","","w w w w w w w w, w w w w w w w: w w w w w w, w w w w? w w w, w w w."
3092,45,0,"","","w w w w w w, w w, w w Twt, w w w w, w w w w w w w Dwd, w w: w w w w w w w; w w w w, w w w w w, w w w w."
3093,38,0,"","","w w w w w w, w w Twt w w w w w? w w w w w w w w, Tw w wt w; w w w w w w, w w w w w w."
3094,31,0,"","","w w w, w w w w w w, w w w w: w w w, w w w Twt Dwd w w w w w, w w w w w?"
3095,27,0,"","","w w w w w, w w w w? w w w w w w? w w w w w, w w w w w w w."
3096,31,2,"","","w w w w w w, w w w w w, w w w w: w w w w w, w w w w w w: w w Dwd w w."
3097,20,0,"","","w w w w w w w w w w; w w w w w w, w w w Dwd."
3098,15,1,"","","w w w w w w w w w w, w w w w w."
3099,20,0,"","","w w w w w w, w w, w w w w w, w w w w w w w."
3100,29,0,"","","w w w w w w w w w, w w w w w, w w w: w w w w w, w w w w w w w."
3101,18,0,"","","w w w w w w w, w w w w, w w w w, w w w."
3102,41,0,"","","w w w w w w w w w w, w w w Twt w w w w w w w w: w w w Twt w w w. w w w w w w w w w w w w."
3103,53,0,"","","w w w w w w w Twt w, w w Twt w w, w w w w w, w w w w w, w w w w w w w: w w w w w w w w w w w w w. w w w w w w w w w."
