ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
534,24,0,"","","Jw, w w w w w w w, w w w w w w w w w w, w w w w w w.j"
535,37,0,"","","Jw w w w w w w w; w w w w w w w w w w w w w w w w: w w w w w w w w w w w w w.j"
536,38,0,"","","Jw w w w w, w w w w w w, w w w w w w w, w w w w w w w w w, w w w; w w w w w w w w.j"
537,11,0,"","","Jw w w w w Twt w w w w w.j"
538,20,0,"","","Jw w w w, w w w w w w w, w w w w w w w w w:j"
539,29,0,"","","Jw w w w w w w w w w; w w w w w w w w w w w w: w w w w w w w.j"
540,8,0,"","","Jw w w w w w w w.j"
541,15,0,"","","Jw w w w w, w w w w w w w w w w.j"
769,40,0,"","","Jw w w w w w w w w w; w w w w w w w w w w w, w w w w; w w w w, w w w w w w w w, w w w.j"
770,23,0,"","","Jw w, w w w w w w, w w w w w: w w w w w w w w w w.j"
771,39,0,"","","Jw w w w w w w w, w w w, w w. w w w w w w, w w w w w w w w, w w w w w w w w w w w w.j"
772,26,0,"","","Jw w w w w w w w w w w w w w; w w w w w w w w: w w w w.j"
773,38,0,"","","Jw w w, w w w w w w w w; w w w w w w w w w w w w w w, w w w w w w w w w, w w w w.j"
774,15,0,"","","Jw w w w w, w w w w w w w w w w.j"
775,41,3,"","","Jw w w w w w w w w w; w w w w w w w, w w w w, w w w w w w w, w w w, w w w w; w w, w w w w;j"
776,36,0,"","","Jw w w w: w, w w w w w w w w, w w w w w w: w w w w w w, w w w w w, w w w w w w.j"
777,41,0,"","","Jw, w w w w w w w w w, w w w w w, w w w, w w w; w, w w w w w w w w w w w, w w w w w w w w.j"
778,34,0,"","","Jw w w w w w w w w, w w w w w w w w w w, w w w w w w w, w w w w w w w w.j"
779,16,0,"","","Jw, w w w: w w w w w w, w w w w w w.j"
780,63,0,"","","Jw w w w w w w w w w w w w w, w w w w w w w: w w w w w w w w w w w, w w w w w w w w w, Tw wt w w, w w w w w w w w w: w Tw w w w wt w w w.j"
781,15,0,"","","Jw w w w w, w w w w w w w w w w.j"
782,28,3,"","","Jw w w w w w w w w w w; w w w w w, w w w w w, w w w w w w w;j"
783,18,0,"","","Jw w w w, w w w w w w w: w w w w w w w.j"
784,19,0,"","","Jw w w w w w, w w w w w, w w w w w w w w.j"
785,30,0,"","","Jw w w, w w w, w w w w, w w w w w; w w w w w w w, w w, w w, w w, w w:j"
786,45,0,"","","Jw w w w w w w w w w w w, w w w w w; w w w, w w w w w, w Twt w w w w w w w w; w w w w w w, w w w w.j"
787,14,0,"","","Jw w w w w, w w w w: w w w, w w.j"
788,33,0,"","","Jw, w w w w w, w w: w w w w w w, w w w w, w w w w w w, w w w w w, w w w w.j"
789,29,0,"","","Jw w w w w w w w w w w w w w, w w w w w, w w w w w w w w w w.j"
790,15,0,"","","Jw w w w w, w w w w w w w w w w.j"
1025,44,0,"","","w w w w, w, w, w w Twt w w w: w w w w w w w Twt w w w w w w w w w; w w, w w w, w w w w w w w w w w."
1026,21,0,"","","w w w w w w w: w, w, w w w w w w, w Twt w w w w."
1027,30,0,"","","w w w w w w w w w w w w w w w: w Tw wt w w w w w w, w w w w w w."
1028,34,0,"","","w w w w w Twt w w w w: w w w w w w w w w w w, w w w w; w w w w w w w w w."
1029,29,0,"","","w w w w w w w w w w w: w Tw wt w w w w w w w w, w w w w w w w."
1030,34,0,"","","w w w w Tw wt w w w w w w w: w w w w w w w, w w w w w, Twt w w w w w w w w."
1031,34,0,"","","w w w w Twt w w w, w w w w w w w, w w w w w w w w w w, w w w w Twt w w w w."
1032,41,0,"","","w w w w w w w w w w w Twt; w Tw wt w w w w: w w w w w w w, w, w, w, w, w w w, w w, w w, w w w w."
1033,23,0,"","","w w w w w w w w w w w w w w w w w, w w w w w w,"
1034,31,0,"","","w w w w w w w w w w w w w w, w w w w w w w w w, w w w w w w w, w,"
1035,27,0,"","","w w w, w w, w w w w w w w: w w w w w w, w w w w w w w w w."
1281,26,0,"","","w w w w w w w w w w w w w w w w w w w w w w, w w w w."
1282,24,0,"","","w w w w w w w w w w w, w w w w w w w, w w w w w w?"
1283,22,0,"","","w w w w w, w w w, w w w w, w w w w w w, w w w w."
1284,21,0,"","","w w w w, w w w w w w w w w w w w w, w w w w."
1285,35,0,"","","w w w w w w w w, w w: w, w w w w w w w, w w w w, w w w w w w, w w w w w w w."
1286,50,0,"","","w w w, w, w, w w w w w w w w w w w, w w w w w w w, w w w w w w w w, w w w w w w, w w w w w w w w w w w w w."
1287,19,0,"","","w w w w w w w w w w w w w w w w w w w."
1288,38,0,"","","w w w w w w w, w w w w w Twt w w w w w w w, w w w w w w, w w w w w w, w w w w w w."
1289,43,0,"","","w w w w w w, w, w w w w w w w, w w w w w w: w w w w, w w w w w w w w w w w w w, w w, w w, w w;"
1290,17,0,"","","w w w w w w w w w w: w w w w w w w."
1291,36,0,"","","w w w, w w w w w w w w w w w w w w w w w w: w w w w w w w w w w w, w w w w;"
1292,27,0,"","","w w w w w, w w w w w w w w w w, w w, w w, w w, w w, w w, w w."
1293,54,0,"","","w w w w w w w, w w w w, w w w w, w w w w w w w, w w w w w w, w w w, w, w w, w w, w w, Twt w w w w w w w, w w w w w w w w."
1294,23,0,"","","w w w w w, w. w w w Twt w w w w w w w w w w w w w."
1537,30,0,"","","w w w w w w w w w w w, w w w, w w w w w w w, w w w w w w, w w w."
1538,32,0,"","","w w w, w w w w w: w w w w w w w w w; w w w w w w w: w w w w w, w w w."
1539,17,0,"","","w w w w w w w w, w w w w w w, w w w."
1540,40,0,"","","w w w w w w Tw wt w: w Twt w w w w w w w w w w w w w, w w w w w w w: w w w w w w w w w."
1541,39,0,"","","w w w w w w w w, w w w w w w, w w w. w w w, w w w w w; w w w w w w w w w w w w w w."
1542,38,0,"","","w w w w w w w w w w w w w, w w w w w w w, w w w w w w w w; w Twt w w w w w w w w."
1543,20,0,"","","w w w w w w w w, w w w w w w w w w, w w w."
1544,52,0,"","","w w w, w w w w w: w w w w w w w w w, w w w w w. w w w w w w w w w w w w w, w w w w, w w w, w w w, w w w w w w w."
1545,32,0,"","","w w w w w w w w, w w w w w w w w w w w w w w w w w, w w w w w w w:"
1546,30,0,"","","w w w w w w w, w, w w, w w, w w w, w w w w w w w w w w w w w w w?"
1547,42,0,"","","w w w w w w w w w w; w w w w w w, w w w w w w w w w, w w w w w w w, w w w w w w Twt, w w w."
1548,32,0,"","","w w w w w w w w w w, w, w, w w w w w; w w w w w w w w w, w w w w w w;"
1549,26,0,"","","w w w w w w w w w, w w w w w w w w w, w w w w w w w w."
1550,23,0,"","","w w w w w w w w w w w w; w w w w w w w w w w w."
1551,41,0,"","","w w w w w w, w w w w, w w w w, w w w w, w w w w, w w w, w w w w, w w w w w w w w w w w w;"
1552,30,0,"","","w w w w w w w, w w w, w w w w w w w w w w w w w, w w w w w w w:"
1553,16,0,"","","w w w w w w w w w; w w w w w w w?"
1793,40,0,"","","w w w w w w w w w w w w w w w w, w w w w w w w, w w w w w w w w w, w w w w, w w w w."
1794,39,0,"","","w w w w w w w w w, w w w w w w w: w w w w w w w w w w w, w w w w w w w w w w w w,"
1795,23,0,"","","w, w w w w, w w w, w w w, w w w w w w w w w w w w."
1796,30,0,"","","w w w w w w w w w w: Tw w wt w w w Twt w Twt w w w w w w w w w w w."
1797,27,0,"","","w w w w w Twt w w w. w w w w w Twt w w w. w w w w w Twt w w w."
1798,27,0,"","","w w w w w Twt w w w. w w w w w Twt w w w. w w w w w Twt w w w."
1799,27,0,"","","w w w w w Twt w w w. w w w w w Twt w w w. w w w w w Twt w w w."
1800,27,0,"","","w w w w w Twt w w w. w w w w w Twt w w w. w w w w w Twt w w w."
1801,40,0,"","","w w w w, w, w, w w w, w w w w w, w w w, w w, w w, w w, w w w w, w w w w, w w w w, w w w w w;"
1802,20,0,"","","w w w w w w, w, w w w w w w w w w, w w w w."
1803,28,0,"","","w w w w w w w w w, w Twt w w w w w w, w w w w w w w w, w w w,"
1804,24,0,"","","w, w: w, w w, w w, w w, w w, w w, w w, Twt w w w w w w w. w."
1805,22,0,"","","w w w w w w, w w w, w w w w w w w w w? w w w w?"
1806,37,0,"","","w w w w w, w, w w. w w w w w, w w w w w w w w w, w w w w w, w w w w w w w w w w."
1807,28,0,"","","w w w w w w w w, w w w w w w w w w: w w w w w w w w w w w."
1808,19,0,"","","w w w w w, w w w w; w w w w w w w, w w w."
1809,33,0,"","","w w w w w w w w w w w w w w, w w w w w w w w w: w w w w w w w w w w."
2049,20,0,"","","w w w w w w w w, w w w w w w w w w w w w."
2050,17,0,"","","w w w w w w w w w w; w w w w w w w."
2051,41,0,"","","w w w w w w w w w, w w w w; w w w w w w w w, w w w w Twt w w w w w w w w w w w w w w w."
2052,23,0,"","","w w w w w w, Tw wt w w w w w w, w w w w w w w w w."
2053,31,0,"","","w w w w w w, w w w w w w w w, w w Twt w w w: w w w w, w w, w w, w w w."
2054,13,0,"","","w w w w w w w w w w w w w."
2055,36,3,"","","w w w w, w w w w w w w w w, w w w w w w w: w w w w w w w w w, w w w w w w w."
2056,29,0,"","","w w w w w, w w w w w w w w w w w w w w w: w w w w w w w w w;"
2057,25,0,"","","w w w w w w w w w w w w, w w w, w; w w w w w w w w w."
2058,35,0,"","","w w w w w, w w w w w w w w, w w w w w w, w w w w w w w w w w, w w w w w w;"
2059,30,0,"","","w w w w w w w w w: w w w w w w w w w; w w w w w w w, w w w w w."
2060,52,0,"","","w w w w w, w w w w w w w w w, w w w w w w w, w w w w w w w; w w w w w w w w w, w w w w w w w w w w w, w w w w."
2061,45,0,"","","w w w, w w w w w w w w w w, w w w w w, w, w, w, w w w w w w w w w w w w w w w w w w w, w w w w w!"
2305,27,0,"","","w w w w w, w w w w w w w w w w w: w w w w w w w w w w w."
2306,38,0,"","","w w w w w w; w w w w w w w w w, w w w w w w w; w w w w w w w w w w w w w w w w."
2307,25,0,"","","w w w w w w w w w w w: w w w w w w, w w w w w w w w."
2308,36,0,"","","w w w w w w w w w w w w w w w, w w w w, w w w; w w w w w w w w w w w w w w."
2309,35,0,"","","w w w w w w w w w w w w, w w w w w w w w: w w w Twt w w w w w w, w w w w w."
2310,24,0,"","","w w w w w w w w, w w w w w; w w w w w, w w w w w w."
2311,33,0,"","","w w w w w w Twt w w w w w w; w w w w Twt w w w w w w, w w w Twt w w w w w."
2312,18,0,"","","w w w w w w w w w, w w w w w Tw wt w w."
2313,28,0,"","","w w w w, w w w w w w; w w w w w w Twt w w w w w w w w w w w."
2314,23,0,"","","w w w w w w w, w w w w w w w: w w w Twt w w w w w."
2315,32,0,"","","w w w w w w w, Tw wt w w w w w w, w w w w w w Twt w, w w w w w w Twt w w."
2316,12,0,"","","w w w w; Twt, w, w w w w w w."
2317,22,3,"","","w w w w w, w w w w w w w w w w w w w w w w w,"
2318,21,0,"","","w w w w w w w w w, w w w w w w w w w w w w."
2319,29,0,"","","w w w w w w, w w w w w w, w w w, w w w, w w w, w w w w w w w w."
2320,21,0,"","","w w w w w w w w w Twt w w w w: w w w w w w w."
2321,47,0,"","","w w w w w w w w w, w w w w w w, w w w w, w w w, w w: w w w w w w Twt w w w w w; w w w w w w w w w w w."
2322,27,0,"","","w w w w w w w w w w, w w w, w w w w, w w w w, w w w w w w."
2323,27,0,"","","w w w w w w w, w w w w: w w w Twt w w w, w w w, w w w w w w."
2324,49,0,"","","w w w w w w w w w w w w w w w w w w w w w w, w w w w w w, w w w w, w w, w w, w w, w w w: w w w w, w w, w w:"
2325,18,0,"","","w w w w w w, w w w w, w w w w, w w w w."
2561,37,0,"","","w w w w w w w w w w, w w w w: w w w Twt w w w, w w w Twt w w w w w, w w w w w w w:"
2562,26,0,"","","w w w w w w w w w w: w w w w w w w w w, w Twt w Twt w w w,"
2563,21,0,"","","w w w w w w, w Twt w w w: w w w w w, w w w w w."
2564,37,0,"","","w w w w w w w w w, w w w w w: w w w w w w w w w w, w w w w w w w w w, w w w w."
2565,20,0,"","","w w w w w w w w w w w w w w w w w w w w,"
2566,44,0,"","","w w w w w w w w w w, w w w, w w w w w w, w w w, w w w w w w, w w w, w w w w w w, w w w w w w w:"
2567,33,0,"","","w w w w w w w w w w w, w w w w w w, w w w w w w w, w w w w w w w w w."
2568,38,0,"","","w w w w w w w w w w w w, w w, w Twt w w w w w w w w w w w w w w w w w w w w w w."
2569,43,0,"","","w w w w w w, w w w w, w w w w w. w w w w w, w Twt, w w w w; w w w w w w w, w w w w w w w w w w."
2570,36,0,"","","w w w w w w w w w w w, w w w w; w w w w w w w w w: w w w w w w w w, w w w w."
2571,18,0,"","","w w w w w, w w w w w w w, w w, w w, w w."
2817,31,0,"","","w w w w w w w w w w w: w w w w, w, w, w w w w w w, w w w, w w w w w."
2818,34,0,"","","w w w w w w w w w w, w w w w; w w w w w w w: w w w w w w w w w w Twt w w."
2819,23,0,"","","w w w w Twt w w w w, w w w w w w w w Twt w w, w w w."
2820,17,0,"","","w w w w w w, w w w w w w w w w w w."
2821,31,0,"","","w w w w w w w, w w w w w w, w w w w: w w w w w w w, w w w w w w w."
2822,39,0,"","","w w w w w w, w w w w w w w w w w: w w w w w w w w w w, w w w w w w w w, w w w w w."
2823,29,0,"","","w w w w w w w w, w w w w w w w w w w w w w w, w w w w, w w w."
2824,26,0,"","","w w w w Tw wt w w w w w w w, w w w w w w w, w w w w w w."
2825,33,0,"","","w w w w w w w w w w w w w w w w w w w w w, w w w w w w w w w w w w."
2826,32,0,"","","w w w w w w w w w w w, w w w, w w w w w w w; w w w w w w w w w w w."
2827,31,0,"","","w w w w w w w w w w w w w w w w, w w w w w w; w w w w w w w w w."
2828,28,0,"","","w w w w w w w w w w w, w w w. w w w w w w w w w; w w w w w."
2829,40,0,"","","w w w w w w w w w, w w w w w w w w, w w w w w w w w w w: w w w w w, w w w w w w w w."
2830,12,0,"","","w w w w w; Twt, w, w w w w w."
2831,37,0,"","","w w w w w; w w w w w w w, w, w w w w w w w Tw wt w w w, w w w w; w w w w w w w w."
2832,20,0,"","","w w w w w w, w w w w w w w, w w w w, w w w,"
2833,29,0,"","","w, w w w w, w w w w, w w, w w, w w w w; w w w w w w w w w, w w w."
2834,53,0,"","","w w w w w, w w w w w, w w w w w w, w w w w w, w w w w w w w w w w w, w w w w, w w w w w w, w w w; w w w w w w w w."
2835,35,0,"","","w w w w w w w w w, w w w w w w w w w w w w: w w w w, w w, w w, w w w, w w w."
3073,29,0,"","","w w w w w w w w; w w w w w w, w w w w w w, w w w w w w w w w:"
3074,14,0,"","","w w w w w w, w w w, w w w w w."
3075,25,0,"","","w w w w w w w; w w w w w w, w w w w w w, w w w w w w."
3076,43,0,"","","w w w w w w w w w w w w, w w w w w w w: w w w w w w w w w w w w w, w w w w w w w w w w w."
3077,30,0,"","","w w w w w w w, w w w w w w w w w w w: w w w w w w w w, w Twt w w."
3078,28,0,"","","w w w w w w w, w w w w w w w w, w w w w w w w w w w Twt w w."
3079,21,0,"","","w w w w w w: w w w w w w w w; w w w w w w w,"
3080,12,0,"","","w w w; w w w w w w w w w."
3081,35,0,"","","w w w w w w w, w w w, w w w, w w, w w w w w: w w w w w w w, w w w w w w w w."
3082,45,0,"","","w w w w w w w w w, w w w w, w w, w w w w w w, w w w w w w: w w w w w w w w w, w w w w w w w w w."
3083,26,0,"","","w w w w w w w w w w, w w w w w w w; w w w w w w w w w."
3084,42,0,"","","w w, Twt w, w w w w w w. w w w w w w w w w w w! w w w w w w w w, w w w, w w w w w w w w w w."
3085,22,0,"","","w w w w w w w w w w w w, w w w w w w w w w Twt."
3086,41,0,"","","w w w w w w w w w w w w, w w w w w w w, w w w, w w w w w w w, w w, w w w w, w w w w w w."
3087,27,0,"","","w w w w w w w w w w w w w w w, w w w w w w w w w w w w."
3088,25,0,"","","w w w w w w, w w w w w w, w w w w w w w w w w w w w."
3089,32,0,"","","w w w w w w w w, w w w w w w w w w w w, w w w w w w, w w w w w w w."
3329,39,0,"","","w w w w w w w w w, w w w w w w w w w w, w w w w w w, w w w w w w, w w w w w w w w."
3330,43,0,"","","w w w w w w w w w w w, w w w w w Tw wt w w w, w w w w w w w w w: w w w w w w w, w w w, w w w."
3331,27,0,"","","w w w w w w w w w w w w w; w w w w w w: w w w w w w w w."
3332,31,0,"","","w w w w w w w w w w w: w w w w w, w, w Twt w w w w? w w w w w w w w?"
3333,25,0,"","","w w w w w w w w w w w w w; w w w w w w w w w Twt w w."
3334,22,0,"","","w w w w w w w w w, w w w w, w w w, w w w w w w."
3335,28,0,"","","w w w w w w w w w w w w, w w w w: w w w w w w w w, w w, w w."
3336,30,0,"","","w w w w w w w w w w, w w w w w w w w w w w w w w w w w w w w."
3337,9,0,"","","w w w w w w, w w w."
3338,31,0,"","","w w w w w w w w w: w w w w w w w w w w w w. w w w w w w w w w w."
3339,25,0,"","","w w w w w w w w w w w; w w w w w w w w, w w w w w w."
3340,31,0,"","","w w w w w w w w w w w w, w w w w w w w w w w w w w w, w w w w w."
3341,22,0,"","","w w w w w, w w w w w w w w w w w w w w w w w,"
3342,53,0,"","","w w w w w w w w w Tw w wt w w w w w w w w w w w w w w; w w w w w w w w, w w w w w w w w w, w w w w w w w, w w w."
3343,39,0,"","","w w w w w w w w w w w w w, w w w w w w w w w, w w w w w w w w w w w w w w w w w."
3344,26,0,"","","w w w w, w w w w, w w w, w w w, w w w w w w w w, w w w w:"
3345,26,0,"","","w w w w w w w w, w w w w w w, w w w w w w, w w w w w w."
3346,31,0,"","","w w w. w w w w w w w w w w w: w w w w w w w w; w w w Twt w w w Twt w."
3585,29,0,"","","w w w, w, w, w w w w w w w, w w w w w w Twt w w, w w w w w w w w."
3586,32,0,"","","w w w w w w w, w w w w w w, w w w w w w w w: w w w w w w w w w w w:"
3587,41,0,"","","w w w w w w w w w w w w, w w w w w, w w w: w w w w w w w w w w Twt w Twt w w, w w w w w w."
3588,38,0,"","","w w w w w w w w w; w w w w. w w w w w w w w w w. w w w w w w, Twt w w w w w w w w."
3589,18,0,"","","w w w w w w w w: w w w w w w w w w w."
3590,34,3,"","","w w w w w w w w w w w, w w w w w w w w w w w w w, w w w w, w w, w w, w w,"
3591,36,0,"","","w w w w w, w w, w w w w w; w w w w w w w w: w w w w w w, w w, w w w, w w w w w."
3592,29,0,"","","w w w w w, w, w w w, w w, w w w, w w w w w w w w w w w w w w w."
3593,31,0,"","","w w w w w w, w w w w w, w w w w w w w w w, w w Twt w w w w, w w w w,"
3594,47,0,"","","w w w w w w w w w w w w, w w w w w w w w w w w w; w w w w w w w w w w w w w w w w, w w w w w w w:"
3595,35,0,"","","w w w w w w w w w w w w: w w w w w w w w, w w w w w w w, w w w w w w w w."
3596,21,0,"","","w w w w w w w: w Twt w w w w w w w, w w w w w."
3597,39,0,"","","w w w w w w w w w w, w, w Twt w w w w w w w w w: w, w w w, w w w w w w w; w w w w w w."
3598,34,3,"","","w w w, w w w w w, w w w w Twt w w w w w w w, w w w w w w w, w w w w w w w."
3599,43,0,"","","w w w w w w w w, w w w w w w w w w w w w, w w w w, w w: w w w w w w w w w; w w w w w w w w."
3600,19,0,"","","w w w w w w w w w w w w w w; w w w w w."
3601,18,0,"","","w w w w w w w w w w w w, w w w w w w."
3602,48,0,"","","w w w w w w w w, w w w w w; w w w w w w w w w w w w w, w, w w w w w, w w w w w w w w w w; w w w w w w."
3603,29,0,"","","w w w w w w w w w w, w w w w w w w, w w Twt w w w w w w w w w."
3604,30,0,"","","w w w w w w w w, w w w w w w w, w w w w w, w w w w w w Twt w w w."
3841,27,0,"","","w w w w w w w, w w w, w w w w w w w; w w w w w w w w w w."
3842,49,0,"","","w w w w w w w w w w w w w: w w w w w w w w w w, w w w w, w w w w, Twt w w w w w w, w w w w w w, w w w w w."
3843,37,0,"","","w w w w w w w w w w w, w w w w w w, w, w w w Twt w w, w w w; w w w Twt w w, w w w w."
3844,31,0,"","","w w w w w, w w, w w w w? w Twt w Twt w: w w w w w w w w w; w w w w w w."
3845,19,0,"","","w w w w w, w, w, w w w w w w w w w w w w:"
3846,27,0,"","","w w w w w w w w w, w w w w, w w w w w w, w w w w w w w w."
3847,26,0,"","","w w w w w w w w w w w w w w w w w w w w, w w w w w w."
3848,36,0,"","","w w w w w w w w w w w w, w w w w; w w w w w w w w w w, w w w w w w w w w w."
4097,31,0,"","","w w w w w w w w w w w w w w w, w w w, w w w w w w w w w w w w w."
4098,37,0,"","","w w w w, w w w w w w w w; w w w w w w w w w w w w w w w w w w, w Twt w w w w w."
4099,29,0,"","","w w w w w w w w w w w; w w w w w w w w w Twt: w w w w w w w w."
4100,19,0,"","","w w w w w w w w w w w w w w w; w w w w."
4101,26,0,"","","w w w w w w w w w, w w w, w w, w w, w w, w w w, w w w w w."
4102,22,0,"","","w w w w w w w w w w, w w w w w w w w; w w w w."
4103,20,0,"","","w w w w w w w w w, w w, w w w, w w w Twt w w."
4104,22,0,"","","w w w w w w w w w w w; w w w w w w w w w w w."
4105,27,0,"","","w w w w w w w, w w w w w w, w w w w w w: w w w w w w w w."
4106,28,0,"","","w w w w w w w w w w w w w w; w w w w w w w; w w w w w w w,"
4107,19,0,"","","w w w w w w w w w w w w w, w w w w w w."
4108,32,0,"","","w w w w w w w w w w w w w; w w w w w w w, w w w w w w w w w w w w."
4109,33,0,"","","w w w w w w w w Twt w w w w w w w, w w w w w w w w, w w w w w w w w w."
4110,36,0,"","","w w w w w w w, w w, Twt w w w w w w w w w w w w w, w w w w w w w w w w w w w."
4111,24,0,"","","w, w w w w w. w Twt w w w, w w w w, w w w w, w w w w w."
4112,14,0,"","","w w w w w w w w w w w w w w."
4113,30,0,"","","w w w w w w w w w w w; w w w w w w w w w w w w, w w w, w, w w w."
4114,31,0,"","","w w w w, w w, w w; w w w w w w, w w w w w w w w w w, w w w w, Twt w w."
4115,39,0,"","","w w w w w w w w w, w w w w w w w: w w w w w w w w, w w w w w w w w w w w w w w w."
4116,11,0,"","","w w w w w, w w w w w w."
4117,37,0,"","","w w w w w w w w w w w, Tw wt w w w w w w: w w w w w w w w w w w; w w w w w w w."
4353,38,0,"","","w w w w w w w w w w w w w, w w w w, w w w, w w; w w w w w w w w w w w w w w w w:"
4354,26,0,"","","w w w w w w w w w w, w w w w w w w w w w w w w w w w."
4355,33,0,"","","w w w w w w w w w w w: w w w w w w w w w w w, w w w w w, w w w w w w."
4356,34,0,"","","w w w w w w w w w w, w w w w w w w w w, w w w w w w w w w w w w w w w:"
4357,21,0,"","","w w w w Twt w w w, w, w w w, w w w w w w w w w."
4358,31,0,"","","w w w w w w w w w w w w, w w w w w w w w w: w w w w w, w w w w w."
4359,34,0,"","","w w w w w w, w w w w? w w w w w w w w w, w w w w w w w, w w w w w w w w."
4360,59,0,"","","w w w w w w, w w w; w w w w w w w w, w w w w: w w w w w w w w w, w w w w w w w w w w w w w w w w, w w w w w w w, w w w, w w w."
4361,19,0,"","","w w Twt w w w w w. w w w w w w, w w w w w."
4362,28,0,"","","w w w w w: w w w, w w w, Twt w w w w w w; w w w w, w w w w w w."
4363,22,0,"","","w w w w w, w w w, w w w w w, w w w w w, w w w w."
4364,27,0,"","","w w w w w w w w w w, w w w w w w w; w w w w w w w w w w."
4365,14,0,"","","w w w w, w w w w w w w w w w."
4366,35,0,"","","w w w w w w w, w w w w w w: w w w w w w, w w w w: w w w w w w Twt w, w w, w w."
4367,22,0,"","","w w w w w, w w w w w, w w w w, w w, w w, w w, w w."
4368,32,0,"","","w w w w w w w w w w, w w w w w, w w w w w w w, w w w w w, w w w w w."
4369,29,0,"","","w w w w w w w w w w w, w w w, w w w w w w w, w w w w w w w w."
4370,18,0,"","","w w w w w w w w w w, w w w w w w w w."
4609,23,0,"","","w w w w w w w w w w w w, w w w; w w w w w w w w."
