ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
771,22,0,"","","w w w w w w w w, w w w Tw wt w w w, w w w w w w."
772,19,0,"","","w w w w w; w w w w w w w, w w w w w w w."
773,23,0,"","","w w w w w w w w w; w w w w w w; w w w w w w w w."
774,30,0,"","","w Twt w w, w w w w w; w w w w w w w w w w w, w w w w w w w w w w."
775,12,0,"","","w, w w w w w, w w w w w w."
776,16,0,"","","w w w w w w w w, w w w w w w w w."
777,26,0,"","","w w w w w w w w w; w w w w w, w Twt w; w w w w w w w w w:"
778,17,0,"","","w w w w w w w w w Twt w, w w w w w w."
779,22,3,"","","w w w w w w w? Twt w w Twt w w w w w w w w w w w?"
780,14,0,"","","w w w w w w? w w w w w w w w?"
781,20,0,"","","w w w w w w w w w w, w w w w: w w w w w w,"
782,13,0,"","","w w w w w w w, w w w w w w;"
783,12,0,"","","w w w w w w, w w w w w w:"
784,16,0,"","","w w w w w w w w w w; w w Twt w w w."
785,13,0,"","","w w w w Twt w; w w w w w w w."
786,13,0,"","","Twt w w w w; w w w w w w w w."
787,14,0,"","","w w w w w w; w w w Twt w w w w."
788,17,3,"","","w w w w w w w w w w, w w w w w Twt w;"
789,17,0,"","","w w w w, w w Twt w; w w w w w w w w w;"
790,12,0,"","","w w w, Twt w w, w w w w w w?"
791,17,0,"","","Tw w w wt w w w w w w w, w w w w w w?"
792,16,0,"","","w w w w w w w, w w w w w w w w w."
793,22,0,"","","w w w w w w w w w w w, w w w w w w w w w w w."
794,16,0,"","","w w w w w, w w w w, w w w w; w w w."
1025,7,0,"","","w w w w w w w,"
1026,18,0,"","","Twt w w w w w w, w w w w? w w w w w w w?"
1027,12,0,"","","w, w w w w, w w w w w w w."
1028,15,0,"","","w w w w w w w w, w w w w w w w."
1029,17,0,"","","w w w w w w w, w w w; w w w, w w w w."
1030,15,0,"","","Twt w Twt w w, w w, w w, w w w w w w?"
1031,16,3,"","","w, w w w, w Twt w, w w? w w w w w w w?"
1032,15,0,"","","w w w w w, w w w w, w w w, w w w."
1033,17,0,"","","w w w w w w w, w w w w w w w w w w."
1034,21,0,"","","w w w w w, w w w w w w w, w w w w w w w, w w."
1035,16,0,"","","w w w w w w w w, w w w w w w w w."
1036,15,3,"","","w w w w w w w w, w w w w w w w."
1037,14,0,"","","w w w w w w w w, w w w w w w,"
1038,13,0,"","","w w w w, w w, w w w w w w w."
1039,14,0,"","","w w w w w w w; w w w w w w w:"
1040,26,0,"","","w w w, w w w w w w w w: w w Twt w w w, Tw wt w, w w w w w, Twt,"
1041,17,0,"","","w w w w w w w w? w w w w w w w w w?"
1042,15,0,"","","w, w w w w w w w; w w w w w w w:"
1043,23,0,"","","w w w Twt w w w w w w w, w w Twt w w w, Twt w w w w w?"
1044,15,0,"","","w w w w w w w: w w w w w w w Twt."
1045,15,0,"","","w w w w Tw wt w w w w? w w, w w w."
1281,19,0,"","","w w, w w w w w w w w; w w w w w w w w w?"
1282,12,0,"","","w w w w w w, w w w w w w."
1283,13,0,"","","w w w w w w w: w w w w w w."
1284,20,0,"","","w w w w w w, w w w w w w w, w Tw wt w w w Twt."
1285,21,0,"","","w w w w w w, w w w w w w w w, w w w w w w w."
1286,16,3,"","","w w w w w w w w, w w w w w w w w;"
1287,11,0,"","","w w w w w w, w w w w w."
1288,13,0,"","","w w w w w, w w w w w w w w:"
1289,10,0,"","","w w w w w w; w w w w:"
1290,12,0,"","","w w w w w w, w w w w w w:"
1291,18,0,"","","w w w w w w w w w; w w w w w w w w w."
1292,15,0,"","","w w w w w w w, w w w w w w Twt w."
1293,17,0,"","","w w w w w w w w: w w w w w w w w w."
1294,16,0,"","","w w w w w w w, w w w w w w w w w."
1295,18,0,"","","w w w w w w w w, w w w, w w w w w w w."
1296,10,0,"","","w w w w w, w w w w w."
1297,17,3,"","","w, w Twt w w w w w: w w w w w w w w w:"
1298,14,0,"","","w w w w, w w w: w w, w w w w w."
1299,16,0,"","","w w w w w w w: w, w w w w w w w w."
1300,17,0,"","","w w w w w w w w: w w w w w w w w w."
1301,20,0,"","","w w w w w w w w w w: w w w w w w w w w w."
1302,18,0,"","","w w w w w w w: w w w w w w w w w w w."
1303,24,0,"","","w w w w w w w w w w w w: w w w w w w w w w w w w."
1304,21,0,"","","w w w w w w w Tw wt w w; w w w w w w, w w w w."
1305,19,0,"","","w w w w w w w Tw wt w, w w w w w w w w w."
1306,21,0,"","","w w w w Twt w w w w w, w w w w w w w w w w w."
1307,18,0,"","","w w, w w w w, w w Twt; w w, w w w Twt w w w."
1537,5,0,"","","w w w w w,"
1538,15,0,"","","w w w w w w w, w w w w w w w w!"
1539,18,0,"","","w w w w w w w w w w w w: w w w w w w."
1540,27,0,"","","w w w w w w Twt w w, w w w w w w w: w w w w w w w w w w w."
1541,16,0,"","","w w w w w w w w w? w w w w w w w?"
1542,20,0,"","","w w w w w w w w w? w w w Twt w w w w w w w?"
1543,13,0,"","","w w Twt w w w w w Twt w w w w."
1544,19,3,"","","w w w w w w w; w w w w w Twt w w w w w w!"
1545,20,0,"","","w w w w w w w w w; w w w w w w w, w w w w!"
1546,28,0,"","","w w w w w w; w, w w w w w w: w w w w; w w w w w w w w w w w."
1547,19,0,"","","w Twt w w, w w w w? w w Twt w w, w w w w w w?"
1548,13,0,"","","Twt w w w w w w? w Twt w w w w?"
1549,13,0,"","","Twt w w w w w? w w w w w w w?"
1550,20,3,"","","w w w w w w Tw w wt w w w; w w w w w w w w."
1551,17,0,"","","w w w w w w w w, Twt w w w w w w w w;"
1552,14,0,"","","w w w w w w w w, Twt w w w w w:"
1553,18,0,"","","w w w w w, w w: w w w w, w w w w w w w."
1554,14,0,"","","w w w w w w w w; w w w w, w w."
1555,12,0,"","","w w w w w, w w w w w w w."
1556,13,0,"","","w w w w w w w; w w w, w w w."
1557,13,0,"","","w w w w w; w w Twt w w, w w w."
1558,15,3,"","","w w w, w w w? w, w w w w w w w w?"
1559,16,0,"","","w, w w w w w w? w, w w w w w w w w?"
1560,17,0,"","","w w, w w w w w w: w w w w w w w w w."
1561,11,0,"","","w w w w w! w w w w w w?"
1562,18,0,"","","w w w w w w, w w w w w w w w, Tw wt w w?"
1563,13,0,"","","w, w w w w, w w w Tw wt w w w."
1564,16,0,"","","w w w w, w w w; w Tw wt w w w w w w."
1565,17,0,"","","w, w w w, w w w w w; w, w w, w w Twt w w."
1566,12,0,"","","w w w w w w? w w w w w w?"
1793,21,0,"","","Tw wt w w w w w w w w? Tw wt w w w w w w w w w?"
1794,18,0,"","","w w w w w w w, w w w w w w Tw w wt w w:"
1795,16,0,"","","w w w w w w w w w, w w w w w w w."
1796,30,0,"","","w w w w, w w, w w w w, w w w w w? w w w w w w w w w w w w w w w."
1797,17,0,"","","w w w w w w w w w w; w w w w, w w w."
1798,13,0,"","","w w w w w w w w, w w w w w."
1799,14,3,"","","w w w w w Twt w: w w w w w w w."
1800,22,0,"","","w w w w w w w w w w w w Twt: w w Twt w w, w w Twt w."
1801,21,0,"","","Twt w w w w w w w: w w w w w w w w w w w w Twt."
1802,16,0,"","","w w w w w w w w, w w w w w w w w."
1803,25,0,"","","w w w w w w w; w w w w w w w w w; w w w w w w w w w."
1804,14,0,"","","Twt w w w, w w w, w w w w w w w?"
1805,14,0,"","","w w w, w w w w w, w w w w w w;"
1806,11,0,"","","w w w w w w, w w w w w:"
1807,12,0,"","","w w w w w w, Twt w w w w w."
1808,16,0,"","","w w Twt; w w w w w: w w w; w w w Twt w."
1809,17,3,"","","w Twt w, w w w w w? w w w w w w w w w?"
1810,13,0,"","","w Twt w w w w w w, Twt w w w w?"
1811,18,0,"","","w w w w w w w w, w w w w w w w w w w?"
1812,32,0,"","","w w w; w w w w w w, w w w w w? w w w w w w w w w w, w w w w w w w w?"
1813,34,0,"","","w w w w w w w w, w w w w w? w w w w w w w w; w w w w w w w w, w w Twt w Twt."
2049,7,0,"","","w w w w w, w w,"
2050,21,0,"","","w w w w w w Twt? w Tw w wt w w w w w Tw wt w w w?"
2051,10,0,"","","w w w w? w w w w w w?"
2052,16,0,"","","w w w w w w w, w w w w w w w w w;"
2053,14,0,"","","w w w w w w w, w w w w w w w;"
2054,21,0,"","","w w Twt w w w; w w w w w w w, w w w w w w w w."
2055,12,0,"","","w w w w w, w w w w w w w."
2056,18,3,"","","w w, w w w, w w w w, w w w w w w w w w:"
2057,17,0,"","","(w w Tw w wt w, w w w, w w w w w Twt w w:)"
2058,15,0,"","","w w w w w, Twt w w, w w w w w w w?"
2059,13,0,"","","w w w w w w w? w w w w w w?"
2060,17,0,"","","w w Twt w w w w, Twt w w w, w w w w Twt w."
2061,15,0,"","","w Twt w w w w w w w; w w w w w w:"
2062,14,0,"","","w w w w w w, w w w Tw wt w w w."
2063,21,0,"","","w w w w w w, w w w w w: w w w w w, w w w w w."
2064,14,0,"","","w Twt w w w w, w w w w w w w w."
2065,13,0,"","","w w w w w w w, Twt w w w w w."
2066,18,0,"","","w w w w w w w, w Twt w w w, Twt, w w w w w."
2067,16,0,"","","w, w Twt w w w w w, w w w w w w w w."
2068,16,3,"","","w, w w w w w w w Twt, w w w w w w w:"
2069,12,0,"","","w w w w w w w, w w w w w."
2070,20,0,"","","w w w w w w w w w; w w w w w w w w w w w."
2305,5,0,"","","w w w w w,"
2306,16,0,"","","w w Tw wt w w w w: w w w w w w w w?"
2307,14,0,"","","w w w w w w, w w w w w w w w."
2308,18,0,"","","Tw wt w w w, w w w w: w w w Twt w w, w w w?"
2309,14,0,"","","w w w w, w w w w: w w w w w w."
2310,13,0,"","","w w w w w w w w, w w w w w."
2311,13,0,"","","w w w w, w w w w; w w w w w."
2312,14,0,"","","w w w w w w, w w w w w w w w."
2313,12,0,"","","w w w, w, w w, w w w w w w."
2314,12,0,"","","w w w w w w w; w, w w w w."
2315,19,0,"","","w, w w w w, w w w Twt w: w w w w, w w w w w."
2316,16,0,"","","w, w w w, w w w w? w w w w w, w w w?"
2317,14,0,"","","Twt w w w w w w, w w w w w w w."
2318,16,3,"","","w w w w w w w, Twt w w w w Tw wt w w?"
2319,18,0,"","","w, w w w w, Twt w w w w, Twt w w w w w w w."
2320,21,0,"","","w w w w, w w w w w; Twt w w w w w w w w w w w."
2321,13,0,"","","w w w w w w w, w w w w w w."
2322,14,0,"","","w w w w w w w w w, w w w w w."
2323,21,0,"","","w Tw wt w w, w, Tw wt w: w w w w, w w w w w w Tw wt?"
2324,22,0,"","","w w w w, w w w w w w: Tw w wt, w Twt w, w w w w w w."
2325,16,0,"","","Twt w Twt w, Twt w w w w w w: w w w w w."
2326,15,3,"","","w Twt w Twt, w w w Twt, w w w w w w w."
2327,14,0,"","","w w w w w, w w w w w w w w w."
2328,25,0,"","","w w w w w w w w w w: w w w w w w w w; w w, w, Twt w Twt w?"
2329,15,3,"","","w w w w w w w w: w w w, w w w w."
2330,16,0,"","","w w w w w w w w: w w w Twt w w w w."
2331,17,0,"","","w w w, w w w w w, w w w w w w, w w Twt:"
2332,16,0,"","","w w w w w w w, w w w w w w w w w."
2333,10,0,"","","Twt w w w, w w w w w w?"
2334,14,0,"","","w w w w w w w, w w w w w w w;"
2335,15,0,"","","w w w w w w w w, w w w w w w w."
2336,21,0,"","","w Tw wt w w w, w w Tw, wt w w w w, Twt w w w w w w."
2337,15,0,"","","w w w w w w w, Twt w w w w w w w."
2338,15,0,"","","w w w w w w w w, w w w w w w w:"
2339,15,0,"","","Twt w w w, w w w w; w Tw wt w w w w."
2561,23,0,"","","w w w w w w w; w w w w w w w; w w w w w w w w w."
2562,16,0,"","","w w w w w, w w w w; w w w w w w w."
2563,26,0,"","","Tw wt w w w w w w w, w w w w w w w w w, w w w w w w w w?"
2564,11,0,"","","w w w w w? w w w w w w?"
2565,14,0,"","","Twt w w w w w w w? Twt w w w w w,"
2566,11,0,"","","w w w w w w, w w w w w?"
2567,18,0,"","","w w w w w w w; w Tw wt w w w w w w w w."
2568,16,3,"","","w w w w w w w w w w w; w w w w w."
2569,20,0,"","","w, w w w, w w w w w w w w; w w w w w w w w?"
2570,13,0,"","","w w w w w w w w, w w w w w?"
2571,16,0,"","","w w w w w w w w, w w w w w w w w."
2572,14,0,"","","w w w w w w w, w w w w w w w."
2573,16,0,"","","w w Twt w w w w w w: w w w w Twt w w."
2574,16,3,"","","w w w, w w w w, w w w w w w w w w."
2575,30,0,"","","w w w w, w w w; w Twt w w w, Twt w w w w w w w. Tw wt w w w; w w w w w;"
2576,18,0,"","","w w w. w w w w w w w: w w w w w w w w."
2577,18,0,"","","w w w w w w, w w w w w w; w w w Twt w w."
2578,25,0,"","","w w w w w w w w w w w? w w w w w w w w, w w w w w w!"
2579,21,0,"","","w w w w w w w w w w; w w w w w w w w w w w."
2580,18,0,"","","Twt w w w w? w Tw, wt w w w, w w w w w w w,"
2581,19,0,"","","w w w Twt w w w w, Twt w w w w w w w w w w;"
2582,23,0,"","","w w w w, w w Tw; wt w w w w w, w w w, w Twt w w Twt w w."
2817,7,0,"","","w w w w w, w w,"
2818,17,0,"","","w w w w w w w w? w w w w w w w w w?"
2819,18,0,"","","w w w w w w w w? w w w w, w w w w w w?"
2820,15,0,"","","w w w w, w w Twt w, w w w w w w w."
2821,12,0,"","","w w w w w w, w w w w w w;"
2822,30,0,"","","w w w w w w w w w w, w Tw wt w w w w w! w w w w w w w Twt w w w Twt."
2823,15,3,"","","w w w w w w w? w w w w w w w w?"
2824,17,0,"","","Tw wt w w w w; w w w w? w w w; w w w w?"
2825,13,0,"","","w w w Twt w w w w, w w w w w."
2826,15,0,"","","w w w w, w w w, w w w, w w w w w?"
2827,15,0,"","","w w w w w: w w w w; w w w w w Twt?"
2828,15,0,"","","w w w w w w, w w w w Twt w w w w."
2829,12,3,"","","w w w w w, w w w w w w w;"
2830,18,0,"","","w w Twt w w w, w w w w, w w w w w w w w."
2831,19,0,"","","w w w w w w w w w w; w, w w w w, w w w w:"
2832,14,0,"","","w w w w Twt w, Twt w Twt w w Twt w w:"
2833,19,0,"","","w Twt w w w w w w w; w w w w, w w w w w w."
2834,23,0,"","","w w w w w, w w w w; w, w w w Tw w, wt w w w w w w w."
2835,18,0,"","","w w w w w, w w w w Twt w; w, w w w w w w."
2836,25,0,"","","w w w w w w w w, w w w w w, w w w Tw w wt w w w w w w."
3073,5,0,"","","w w w w w,"
3074,13,0,"","","w w w w Twt w w, w w w w w w."
3075,22,0,"","","w w w w w w w w; w Twt w w w w: w, w w w w w w w?"
3076,24,0,"","","w w Twt w w w w w, w w w w, w w w w: w w w Tw wt w w w."
3077,23,0,"","","w w w w w w w Twt w Tw wt w w w w w w w w w w w w."
3078,18,3,"","","w w w w w, w w w w w w w; w w w w w Twt."
3079,21,0,"","","w w w w w, w w w w w; w w w w w w, w w w w w:"
3080,20,0,"","","w w w w w, w w w w w: w w w w w w w w w w."
3081,15,0,"","","w w w w w w w w w w w Dwd w w w?"
3082,16,0,"","","w w w Twt w w w w w w, w w w w w w."
3083,12,0,"","","w w w w w w? w w w w w w?"
3084,11,3,"","","w w w Twt w; w w w w w w."
3085,11,0,"","","w w Twt w w w, w w w w w."
3086,21,0,"","","w, w w w, w w w w w w: w w w w w, w w w w w w."
3087,19,0,"","","w, w w w w, w w w w: w w w w w, w w w w w."
3088,13,0,"","","w w Twt w w w: w w w w w Twt w."
3089,10,0,"","","w w w w w, w w w w w."
3090,13,0,"","","w w w w w w, w w w w w w w."
3091,9,0,"","","w w w w w, w w w w."
3092,16,0,"","","w w w w w w w w, w w w w w w w w."
3093,12,0,"","","w w w w w, w w w w w w w."
3094,16,0,"","","w w w w w w w, w w w w w w w w w."
3095,15,0,"","","w w w w, w w w: w w w w, w w w Twt."
3096,27,0,"","","w w w w w w w w w w w w w w, w w w w w w w w Tw w wt w w."
3097,17,0,"","","w w w w w w w, w w w w w w w Twt w Twt."
3329,14,0,"","","w, w w w w w Twt, w w w w w w w."
3330,15,0,"","","w w w, Tw wt w w w w: w Twt w w w w."
3331,14,0,"","","w w w w w w w, w w w w w w w."
3332,13,0,"","","w w Twt w w w, w Twt w w w w w."
3333,14,0,"","","w w w w w w w w! w w w w w w."
3334,12,0,"","","w w w w, w w w w w w w w."
3335,11,0,"","","w w w w w w? w w w w w?"
3336,10,0,"","","w w w w w? w w w w w?"
3337,20,0,"","","w w w w w w w w w? w w w w w w, w w Twt w w?"
3338,11,0,"","","w w w w w, w w w w w w."
3339,13,0,"","","w w w w w w w? w w w w w w?"
3340,12,0,"","","w w Twt w w w, w w w w w w."
3341,17,3,"","","w w w, w w w, w w w w, w w w w w w Twt."
3342,16,0,"","","w w w w w w w w w, w w w w w w w?"
3343,19,0,"","","w w w w, w w w w w w: w w w w w w w w w."
3344,14,0,"","","w w Tw wt w w: w w w w w w w w."
3345,10,0,"","","w w w w, w w w w w w."
3346,14,0,"","","w w, w w w Twt w; w w w w w w w."
3347,21,0,"","","w Twt w Twt w w w w? w w, w w w w w, w w w w w w."
3348,15,0,"","","w w w w Twt w w: w w w w w w w w."
3349,14,0,"","","w w w w w w: w w w w w w w w."
3350,15,0,"","","w w w, w w w w: w w w w, w w w w."
3351,16,3,"","","w w Twt w w w w? w w w w w w w w w."
3352,11,0,"","","w w w w w, w w w w w w?"
3353,16,0,"","","w w w w w w w w w? w w w w w w w?"
3354,17,0,"","","w w w w w w w, w w w w w w w w w w."
3355,25,0,"","","w w w w w w w w, w w w w w w w; w w w w w w w w w w."
3356,14,0,"","","w w, w w w w, w, w w w w w w w."
3585,15,0,"","","w Tw wt w w w w Twt w w w, w w w w."
3586,19,0,"","","w w w w w w, w w w w: w w w w w w, w w w."
3587,17,0,"","","w w w w w w w w w w, w w w w w w w?"
3588,12,0,"","","w w w w w Twt w w w w? w w."
3589,22,0,"","","w w w Twt w, w w w w w Twt w w, w w w w w w w w w;"
3590,16,0,"","","w w w, w w w w, w w w w, w w w, w w."
3591,26,3,"","","w w w w w w w, w w w w w, w w w w w, w w w w w w w w w."
3592,17,0,"","","w w w w w w w w w, w w w w w w w w;"
3593,16,0,"","","Twt w w w w w w w w, w w w w w w w."
3594,16,0,"","","w w w, w w w: w, w w w w w, w w Twt w?"
3595,14,0,"","","Twt w w w w w w, w w w w w w w:"
3596,24,0,"","","w w w w, w w w: w w w Twt w w, w w w w, w w w w w w w."
3597,31,0,"","","w w w w w w w w w, w w w w w w, w w w w w, w w w w w w w w, w w w!"
3598,22,0,"","","w w w w, w w w Twt? w w w w w w w w w w, w w w w."
3599,19,0,"","","w w w, w w w w w: w w w w w w w w w w w."
3600,13,3,"","","w w w w w w: w w w w w w w?"
3601,14,0,"","","w w Twt w w w w w, w w w w w w."
3602,17,0,"","","w w w w w w w w, w w w w w w w w w."
3603,26,0,"","","w w w w w: w w w w w w w Twt w w w w w w; w w w w w w w."
3604,17,0,"","","w w w w w w, w w w: w w w w, w w w w."
3605,22,0,"","","w w w w w, w w w Twt w; w w w w w, w w w Twt w w w."
3606,15,0,"","","w w w w w w w w, w w w w w w w."
3841,7,0,"","","w w w w w, w w,"
3842,15,0,"","","w w w w w w w, w w w w w w w w?"
3843,15,0,"","","w w w w w w? w w w w w w w w w?"
3844,10,0,"","","w, w w w w, w w w w w."
3845,14,0,"","","w w w w w w, w w w w w w w w."
3846,15,0,"","","w w w w w, w w w: w, w w w w w w."
3847,15,0,"","","Twt w w w w Twt w w? w w w w w w w?"
3848,14,0,"","","w w w w w w w? w w w w w w w?"
3849,15,0,"","","w w w, w w w w? Twt w w, w Twt w w w?"
3850,15,0,"","","w w Twt w w w w w w w, w w w w w."
3851,15,0,"","","Twt w w w w w w w? w w w w w w w?"
3852,14,0,"","","w w w w w w w? w w w w w w w,"
3853,16,0,"","","w w w w w w w, w w Twt w w w w w w?"
3854,21,0,"","","w Twt w, w w w w w? w Tw w wt w w w w, w w w w w?"
3855,17,0,"","","w, w w w w w w w; w, w w w w w w w w."
3856,13,0,"","","w w w w w w Twt w, w w w w w?"
3857,15,3,"","","w w w w, w w; w w Twt w w w w w w;"
3858,13,0,"","","w w w w w w w w, w w w w Twt:"
3859,13,0,"","","w w w w w w w, w w w w w w."
3860,19,0,"","","w w w w w w w Twt w, w w w w w w w w w w."
3861,15,0,"","","w w w Twt w w w: w w w w w w w w."
3862,18,0,"","","w w w w w w w w w w, w w w w w w w w."
3863,21,0,"","","w w w w w, Twt, w Tw wt? w w w w w w w w w w w w."
3864,19,0,"","","w w w w w w w; w w w w w, w w w w w w w."
3865,14,0,"","","w w w w w w w w, w w w w w w."
3866,15,0,"","","w w w w, Twt w Twt w, w w w w w w w:"
3867,16,0,"","","w w w w w w w w, w w w w w w Twt w."
3868,19,0,"","","w w w w w w, Twt w w w w w w, w w w w w w."
3869,20,0,"","","w w w w w, w w w w w, w w w w w w w w w w."
3870,25,0,"","","w w w w w w w; w w w w w w w, w w w w w w w w w w w."
3871,15,0,"","","w w w w w w w w w: w w w w w w."
3872,14,0,"","","w w w w w w w, w w w w w w w."
3873,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
3874,16,0,"","","w w w w w Tw wt w, w w w w w w w w."
3875,12,0,"","","w w w, w w w w, w w w w w."
4097,5,0,"","","w w w w w,"
4098,11,0,"","","w w w w w w: w w Twt w w."
4099,13,0,"","","w w w w w w? w w w w w w w?"
4100,28,0,"","","w w w w w w Twt: w w w w w w w w, w w w w w w w, w w w w w w."
4101,18,0,"","","Twt w w w w w w w, w w w w w w w w Tw wt."
4102,16,3,"","","w w w, w w w w w: w Twt w w, w w w w?"
4103,14,0,"","","w w w w w w w: w w w w w w w."
4104,25,0,"","","w w w w w w w, Twt w w w Tw wt: w w w w w w w w w w w w."
4105,23,0,"","","w w Twt w w w, w w w: w w w w w w w; w w w w w w w."
4106,23,0,"","","w w w w w w w w; w w w w w w w w; w w w w w w w."
4107,17,0,"","","w w w w w w w, w w w w w w w w w w."
4108,30,0,"","","w w w w, w w w w w w: w w w w Twt w w w, w w w w w, w w w w w w w."
4109,23,0,"","","w w w w w w, w w w w w, w w w w; w w w w w w w w."
4110,14,0,"","","w w w w w w w, w w w w w w w."
4111,14,0,"","","w w w w w w w, w w w w w w w."
4112,15,0,"","","w w w w w w, w w w w Twt w w w w;"
4113,12,3,"","","w w Twt w w w w: w w w Twt w."
4114,14,0,"","","w w, w w w w w, w w w w w w w."
4115,14,0,"","","w w, w, w w Twt w w, w w w Twt w w."
4116,12,0,"","","w w w w: Twt w w w w Twt w w."
4117,17,0,"","","w w w w w w w w w w, w w w Twt w w w!"
4118,17,0,"","","w w w w w w, w w w w w w Twt w w w w."
4353,14,0,"","","w w w w, w w w w, w w Tw wt w w."
4354,15,0,"","","Tw wt w w w w? w w w w w w w w w?"
4355,19,0,"","","w w w, w w w w w w w; w Twt w Twt w w w w w?"
4356,14,0,"","","w w w w w w w w: w w w w w Twt."
4357,15,0,"","","w w w w w Twt w, w w w w w w w w."
4358,17,0,"","","w w w w w w w w w w; w w w w w w w."
4359,17,0,"","","w w w w w w w w w, w w w w Twt w w w."
4360,17,0,"","","w Twt w w w w w, w w w w w w w w w w."
4361,19,0,"","","w w w w w w w w, w w w w w w w w w w w."
4362,20,3,"","","w w w w w, w w w, w w w: w w w w Twt w Twt w w."
4363,15,0,"","","w w w w, w w w w w, Twt w w w w w."
4364,13,0,"","","w w w w w w: w w Twt w w w w."
4365,16,0,"","","w w w, w w Twt w w: w w w w w w w w."
4366,19,0,"","","w w w w w, w Twt w w: w w w, Tw wt w w, w w w."
4367,14,0,"","","w w Twt w w w? w w w w, w w w w?"
4368,18,0,"","","w w w w w w w w w w, w Twt w w Twt w w w."
4609,7,0,"","","w w w w w, w w,"
4610,18,0,"","","w w Tw w w wt w w w w w w? w, w w w w w."
4611,12,0,"","","w w w w w w, Twt w w w w w?"
4612,23,0,"","","w w w w w w: w w w w w w w? w w w w w w w w w w?"
4613,19,3,"","","w, w w w w w w w w w, w w w w w w w w w."
4614,17,0,"","","w w w w w w w w, w w w w w w w w w."
4615,16,0,"","","w w w w w w w w, w w w w w w w w."
4616,17,0,"","","w w w w w w w w w w w, w w w w w w."
4617,15,0,"","","w w w w Twt w w w, Twt w w w w w w."
4618,17,0,"","","w w Twt w w w w w w, w w w w w w w w."
4619,15,3,"","","w w w w w w w w, w w w w w w w."
4620,13,0,"","","w w w w w, w w Tw wt w w w w."
4621,17,0,"","","w w w w w w w w: Twt w w w w w w w w."
