ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
2052,21,0,"","","w w w w w w w w w w w, w w w w w w, w w w w."
2053,26,0,"","","w w w w w w w w w w w w w w; w w w w w w w w w w w w."
2054,16,0,"","","w w w w w Twt w; w w w w w Twt w w w."
2055,22,0,"","","w w w w Twt w w w: w w w w w w w w w w, w w w w."
2056,11,0,"","","w w w w w w w w w w w."
2057,37,0,"","","w w w w w w w, w w w w, w w w w w w w w w w w. w w w w w w w w w w, w w w w w."
2058,21,0,"","","w w w Twt w w, w w Twt w w w w; w w w Twt w w w w."
2059,37,0,"","","w w w w w w w w w w w w w w w w, w w w w w w w w w w w w w w w w w w w w w."
2060,14,3,"","","w, w, w w w, w w w w, w w w w w."
2061,26,0,"","","w w w w w w w, w w w: w w w w w w w w w w w w w, w w w."
2062,17,0,"","","w w w w w w w w w w w, w w w w w w."
2063,25,0,"","","w w w w w w w w w w w w; w w w w w w w w, w w w, w, w."
2064,15,0,"","","w w w w w w w w, w w w w w w w:"
2065,27,0,"","","w w w, w w; w w w, w w w w; w w w w w w w Twt, w w w w w w w."
2066,25,3,"","","w w w w w w w w w w Twt w w Tw w wt w w w w w w w w w."
2067,16,0,"","","w w w w w w w w w w w w w w w w."
2068,22,0,"","","w w w w w w w w, w w, w w w w w w w w Tw wt w w,"
2069,22,0,"","","w w w w w w w w w w w w w w w w w w w w w w."
2070,15,0,"","","w w w w w w w w w w w w w w w."
2071,31,0,"","","w w w Twt, w w w, w w w w w w w, w w w w w w, w w w w, Tw wt, w w w w w."
2072,25,0,"","","w w w w w w: w w w w w w w w: w w w w w, w w w w w w?"
2073,17,0,"","","w w w w w w w w w, Twt w w w w w w Twt."
2074,33,0,"","","w w w w w w w: w w w w w w w w w w w w: w w w w w w w w w w w w w w."
2075,27,0,"","","w w w w w w w w Twt w w w w w, w w w w w w w w w Tw w wt w."
2076,25,0,"","","w w w w w w w w w w w w w w w, w w w w w w w w Twt w."
2077,27,0,"","","w w w w w, w w w w Tw wt w w w w w w w, w w w w w w w w w."
2078,25,0,"","","w w w w w, w w w w: w w w w, w w w w: w w w w, w w w w."
2079,18,0,"","","w w w w w w w w? w w Twt w w, w Tw wt w w?"
2080,26,0,"","","w w w w w w w, w w w w w w w, w w w w w w w w w w w w?"
2081,16,0,"","","w w w w w w w w w w w? Tw wt w w w."
2082,31,0,"","","w Twt w w w? Tw wt w w w, w w, w w w w, w w w w w w w w w, w w w w w w."
2083,23,0,"","","w w w w w w w w w? Twt w, w w, w w, w w, w w, w w, w w?"
2084,22,0,"","","w w w w, w w w w w w w w w w; w w w w w w w w."
2085,15,0,"","","w, w w w w w w w w w w w w w w."
2086,22,0,"","","w w w w, w w w, w w, w w, w w, w w, w w w, w w w w,"
2087,26,0,"","","w w, w w, w w w w, w w w w w w w w w w w, w w w w w w w."
2305,19,0,"","","w w w w w w, w w w, w w w w w w w w w w,"
2306,11,0,"","","w w w w w w w w w w w."
2307,19,0,"","","w w w w w w w w w w w w w, w w w w w w:"
2308,28,0,"","","w w w; w w Twt w w, w w w, w w w, w w w w w w, w w w Tw wt, w w w;"
2309,22,0,"","","w Twt w w, w w w w w w w w Twt, w w w w, w w w w. w."
2310,21,3,"","","w w w w w w w w w w w. w w Twt w w w, w w w w:"
2311,20,0,"","","w, w w w w w w w, Tw wt w w: w, w w w w w w w."
2312,28,0,"","","w w, w w w w w w w w, w Twt w w w w w: w w w w w w w w w w w."
2313,19,0,"","","w w Twt w w w w, w w w w w w, w w w w w w."
2314,17,0,"","","w w w Twt; w w w w w w w w, Twt w w w w;"
2315,32,0,"","","(w Tw wt w w w w, w w w w w w w, w w w w w w w w w w, w w w, w w w w w;)"
2316,11,0,"","","w w w w w, w w w w w w."
2317,13,0,"","","w w w w, w w w w, w w w w w."
2318,12,3,"","","w w w w w? Tw wt w w w? w w."
2319,26,0,"","","w w w w w, w w w w w w w w w w, w w w w w w w w w w w."
2320,20,0,"","","w w Tw wt w w w w w, w w w w w, w w w w w w."
2321,35,0,"","","w w w w w w, w w w w w w w w w w, w w w w w w w w, w w w w w w w w w w w."
2322,16,0,"","","w w w w w w w w Tw wt, w w w w w w."
2323,18,0,"","","w w w w w w, w w w w w w? w w w w w w?"
2324,27,0,"","","w w, w w, w w w w w w w? w w w w w w w w w Twt, w w w w w w?"
2325,22,0,"","","w w w w w w w w, w w w w w w w w w w, w w w w?"
2326,25,0,"","","Twt w w, w w w Twt w, w w w w w w, w w w w w w w w w w w:"
2327,23,0,"","","w w w w w w w w w w w w w w w w, w w w w w w w,"
2328,16,0,"","","w w, w w w w, w w w w w, w w w w w?"
2329,24,0,"","","w w w w w w, w w w w w w, w w w w w; w w w, w w w w."
2330,32,0,"","","w w w w w w, Twt w w w w w w w w w, w Twt w w w; w w w w w w w w w w w."
2331,25,0,"","","w w w w w, w w w w w w w w w w w w w w w, w w w w w:"
2332,23,0,"","","w w w w w w, w w Twt w w w: w w w w w w w w w w w."
2333,26,0,"","","w w w w w, w w w w w w w w w w, w w w w w, w w w w w w."
2334,24,0,"","","w w w w w? w w w, w w w w w, w w w w, w w w w w w w."
2335,17,0,"","","w w, w w w w w w w, w w w w w w w w."
2336,24,0,"","","w? w Tw w wt w w w, w w w w w w w w w w. w w w w w w;"
2337,24,0,"","","w w w w, w, w w w w w w w w w w: w w w w w w w w w."
2561,16,0,"","","w, w w w w w w w w w w, w w w w w."
2562,17,0,"","","w w w w w w w w w w w w, w w w w w."
2563,24,0,"","","w w w w w w w, w w w w w w w w, w w w w w w w w w."
2564,15,0,"","","w w Twt w w w w w w w w w w w w."
2565,21,0,"","","w w w w w w w w w w, w w w w w w w w w w w."
2566,29,0,"","","w w w w w w w w w w w, w w w w w, w w w w w? (w w, w w w w Tw wt:)"
2567,17,0,"","","w, w w w w w w? (w w, w w w w w w w w.)"
2568,26,0,"","","w w w w? w w w w w, Twt w w w, w w w w: w w, w w w w, w w w;"
2569,29,0,"","","w w w w w w w w w w w, w w w w w w w w w w w w w w, w w w w."
2570,17,0,"","","w w w w w w w w; w w w w w w w w w."
2571,12,0,"","","w w w w, w w w w w w w w."
2572,25,0,"","","w w w w w w w w w w w: w w w w w w w w w w w w w w."
2573,13,0,"","","w w w w w w w w w w w w w."
2574,34,0,"","","w w w w w w w w w w w w w? w w w w w w w w w w w w w? w w w w w w w w?"
2575,33,0,"","","w w w w w, w w w w? w w w w, w w w w w w w w w w w w w, w w w w w w w!"
2576,17,0,"","","w w w w w w w w. w w w, w, w w w w w?"
2577,13,0,"","","w w w Twt w w, w w w w w w w."
2578,25,0,"","","w w w, w w w w? w w, w w w w w w w, w w w w w w w w w."
2579,31,0,"","","w w w, w w w w? w w w, w w w w w w w Tw w wt w w, Twt w w w w w w w w."
2580,27,0,"","","w w w w w, w w, w w w w w w w w w; w w w w w w w w w w w."
2581,20,0,"","","w w w w w, w w w w w w w w w w w w w w w."
2817,27,0,"","","w w w, w w w w w w? w w. w w w w w w, w w w w w, Twt w w w w."
2818,28,0,"","","w w w w w w w w w w. w w w w w w w w w? w w w w w w w w, w,"
2819,21,0,"","","w, w w w w w, w w w w w; w w w w w, w w w w w."
2820,28,0,"","","w w w w w w w w w? w w w w w w w w, w w w w w w w Tw w wt w."
2821,18,0,"","","w w w w w w w w w w w w w w w w w w."
2822,35,0,"","","w w w w, w Tw wt w w w w: w w w w w w. w w Tw wt w w, w w w w w w: w w w w w w."
2823,22,3,"","","w w? w w w w w w w w w; w w w w w w, w w w w w"
2824,29,0,"","","(w w w w w, w w w w w w w w, w w w w w w, w w w w w w w;) w w w."
2825,21,0,"","","w w w, w w w w w w w, w w w, w w w, w w w w w:"
2826,16,0,"","","w w w w w, w w w w w, w w w w w w."
2827,29,0,"","","w w w, w w w w w w w? w w: w Twt w w w w Tw wt w w w, w w w w w w."
2828,27,0,"","","w w w w w w Twt w w w w w, w w w w w w w w w w; w w w w w?"
2829,19,3,"","","w w w w w w, w w w w w w w w w, w w w w:"
2830,20,0,"","","w w w w w w w w w Tw w wt w w, w w w w w w."
2831,25,0,"","","w w w w w w w Twt w w w w w, w Twt w w Tw w wt, w w w w w?"
2832,21,0,"","","w w w w Twt w, w w Twt w Twt: w w w w Twt w, w Twt w w."
2833,34,0,"","","w w w w w w w w w, w w, w w w w w, w w w w w, w w w w w w w w w w w w w;"
2834,18,0,"","","w w w w w. w w w w, w w w w w, w w w w."
2835,15,0,"","","w w w w, w w w w w, w w w w w w."
2836,18,0,"","","w; w w w w w w w, w w w w w. w w w, w w:"
2837,16,0,"","","w w w w w w w w, Tw wt w w w w w w."
2838,30,0,"","","w w w w w w w w: w w w w, w; w w w, w, w w w w Twt w: w w w w w w w."
2839,23,0,"","","w w w, w w w w w w w, w w w w: w w w w w w w w w."
2840,43,0,"","","w w w w w w w w w w w w w w w, w w w w w w w w w w w: w w w w w, w w w w Twt, w w w w w w w?"
2841,39,3,"","","w w w w, w, w w w w w w w w, w w w w w w w w w; w w w w w w w w, w w w w w w w w w."
2842,26,0,"","","w w w w w w w: w w w w, w w w w w w w w, w w w w w w w:"
2843,14,0,"","","w w Twt w w w w, w w w w w w w."
2844,22,0,"","","w w w w, Tw wt w w w w: w w w w w, Tw wt w w w w w."
2845,10,0,"","","w w w w w w w Twt w w."
2846,18,0,"","","w w w w w w w w w w, w w w w w w w w:"
2847,17,0,"","","w w w w w w w w, w w w w w w w w w."
2848,15,0,"","","w w w w w w w w, w w w w w w w."
2849,25,3,"","","w w w w w w w w w w w w w w! w w Twt w w, w w w w w w!"
2850,15,0,"","","w w w w w w w w w? w w w w w w?"
2851,15,0,"","","w w w w w w w, w w w w w w w w?"
2852,19,0,"","","w w w, w w w, w w w, Twt w w: w w Twt w w w. w."
3073,27,0,"","","w w w w, w, w w w w w, w w w w w w w w, w, w w w, Tw wt w w w."
3074,32,0,"","","w w w w w w w: w w w w w w w w w w, w w w w w Twt w w, w w, w w, w w w."
3075,44,3,"","","w w w, w w w w w w, w w w w w w w, w w w Tw wt w w w w w w w; w w w w, w w w w w w w w w w w w."
3076,17,0,"","","w w w w w w w w w, w w w w w w w w:"
3077,16,0,"","","w w, Twt w, w w w w w, w w w w w w w."
3078,24,0,"","","w w w w w w w w w w w w w, w w, Tw w wt w w w w w w;"
3079,14,0,"","","w w, Tw w wt w Twt w: w w w w, w w;"
3080,26,0,"","","w w w w, w w: w w w, Tw w w wt w w; w w w, w w; w w w w, w w."
3081,16,3,"","","Twt w w w w. w w w w w; w w w w w w."
3082,14,0,"","","Twt w w w w w w w w; w w w w w;"
3083,10,0,"","","w w w w; w w w; w w w;"
3084,10,0,"","","w w w; w w w; w w w w;"
3085,9,0,"","","w w w w w w; w w w."
3086,9,0,"","","w w w w w: w, w w w."
3087,12,0,"","","w w w w w w, w w w w w w."
3088,26,0,"","","Twt w w w w w w w. w w w w, w w w w w w w. w w w w w w w."
3089,16,0,"","","w w w w w w w. w w w w w w w w w."
3090,15,0,"","","w w w w, w w w w w w, w w w w w."
3091,24,0,"","","w w, w w w, w Twt w w w w: w w w w, w Twt w; w w w, w w w."
3092,26,0,"","","w w w w w, w w; w w w, w w w: w w w w w w w w w w w w w."
3093,10,0,"","","w w w w w, w w w w w."
3329,25,0,"","","w w w w w w w w w. w w w w w w w w: w w w w w w w w."
3330,19,0,"","","w w w w w, w w w w w: w w w w w w w w w."
3331,35,0,"","","w w w w w w w w w, w w w w. w w w w w w w w w? w w w w w, w w w w w w w w:"
3332,46,0,"","","w w w w w w w w w w w. w w w w w w w w, w w; w w w w w w w w: w w w w w w w, w w w Twt w w w w w w."
3333,15,0,"","","w Twt w w w w, w w w w, w w w w w."
3334,19,0,"","","w w w w w w w w: w w w w w, w w w w w w."
3335,24,0,"","","w w w w w w: w w w w Tw wt; w w w w; w w w w; w w w w."
3336,19,0,"","","w w w w w, w w w w w: w w w w w w w w w."
3337,47,0,"","","w w, w w w w w, w w w w, w w w w, w w w w w w, w w w w; w w Tw wt w w w, w w w w w w w, w, w w w w w w w."
3338,15,0,"","","w w w w w w w: w w Twt w w w w w."
3339,26,0,"","","w w, w w w, w w Tw wt w w w w w w w: w w Twt w w w w w w w."
3340,28,0,"","","w w w w w, w w w w w: w w w w w w w w w, w w w w w w w w w."
3341,23,0,"","","w w w w, w w w w; w w w w w, w w w w w, w w w w w."
3342,20,0,"","","w w w w w w w w, w w w w w w w, w Twt w w Tw.t"
3585,14,0,"","","w w w w w w w w w, Twt w w w w."
3586,15,0,"","","w w w w w w w w w: w, w w w, w w."
3587,26,0,"","","w w w w w w w w w w; w w w w w w w w w w w: w w w w w."
3588,30,0,"","","w w w w w w w w? w w w w w w w w. w, w w w w w: w w w w w w w w."
3589,22,0,"","","w w w w w w w: w w w w Twt. w w w w w w w w w w."
3590,52,0,"","","w w w w w, w Twt w w w; w w w w w w w, w w w w w w w Twt. w w w, w w w w, w w w w w; w w w w w, w w w w w w, w w w w."
3591,13,0,"","","w w w w w w w, w w w w w w."
3592,28,0,"","","w w w w, w w w w w; w w w w, w w w w w: w w w w, w w, w w w w."
3593,22,0,"","","w w w w w w w, w w, w w, w w w w w w w w w w w."
3594,27,0,"","","w w w w w w w? w w w w w w w w w? w w w w w w w w w w w."
3595,23,0,"","","w w w w, Twt w w, w w w, w w w w w w, w w w w w w w."
3596,13,0,"","","w w w w w w w w w w w w w."
3597,28,0,"","","w w w w w w w w w: w w w w, w w w w w w w w w w w w Twt w w."
3598,31,0,"","","w w, w w w w w w w, w Tw wt w w w w: w w w w w w w w w w, w w Tw wt w."
3599,24,0,"","","w w w w w w w Twt w, w w w w w. w w w w w w, w w w w."
3600,9,0,"","","w w w w w w w w w:"
3601,20,0,"","","w w w w w w w w w w; w w, w w, w w w w w w."
3602,16,0,"","","w w w w w w w w Twt w w w, w w w w."
3603,18,0,"","","w w w w w w w w w w w, w w w w w w w."
