ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
1032,30,0,"","","w w w w, w w w w, w w w w w w w: w w w w w w w w, w w w w w w w."
1033,33,0,"","","w w w w w w w w w w w w, w w w w w w: w w w w w w w w w, w w w, w w w."
1034,26,0,"","","w Twt w w w w, w w Twt w w w; w Twt w, w w Twt w; w Twt w, w w Twt w."
1035,21,0,"","","w w w w w w w w, w w, w w w, w w w, w w w w w;"
1036,16,0,"","","w w, w w w w w: w w, w w; w w, w w w:"
1037,23,0,"","","w w, w w: w w w w w w w w w, Tw wt w w w w w w w w."
1038,16,0,"","","w w w w w w w w, w w w w w w w Twt."
1039,26,0,"","","w w w w w w w w w, w Tw wt w w w: w w w w w w w w w w w."
1040,9,0,"","","w w w w, w w w w w."
1041,40,0,"","","w w w w w w w w w, w w w w w, w w w w w, w w w w w w w w w w w w w, w w w w w w w w."
1042,13,0,"","","w w w w w, w w w w w w w w."
1043,26,0,"","","w w w w w w w, w w w w, w w w, w w w w w w w w w, w w w."
1044,12,0,"","","w w w w w Twt w w w, w w w."
1045,20,0,"","","w w w? w w w w w w w w, w w w, w Twt w w w w?"
1281,30,0,"","","w w w w Tw w wt w w w, w w w w w w w w w w w w w, w w w w w w w."
1282,24,0,"","","w w w w w, w w w w w, w w w w w w w w w w w w w w."
1283,27,0,"","","w w w, w w w w, w w w w, w w w, w w w w w, Twt w w w w w w w,"
1284,24,0,"","","w w w w w w w w, w w w w w, w w w, w w w w w w w w,"
1285,26,0,"","","w w w w w w w w w w w w w, w w w w w w w w w w w w w."
1286,16,0,"","","w w Twt w w. w w w w w w w w w w w?"
1287,26,0,"","","w w w w w w, w w w w w w w, w w w w. w w w w w w w w w:"
1288,27,0,"","","w w w w w w, w w w w, w w w w w w w w; w w w w Twt w w w w."
1289,12,0,"","","w w w w w w w w w w w w:"
1290,28,0,"","","w w w w w w w w w, w w w w, w w, w w w; w w w w w w w w w w."
1291,44,0,"","","w w w w w w w w w w w, w w w w w w w w w w w, w w, w w w, w w w, w w w, w w w; w w w w w w w w."
1292,21,0,"","","w w w w w w w w w w w w w? w w w w w w w w?"
1293,16,0,"","","w w w w w w w. w w w w w w w w w."
1537,20,0,"","","w w w w, w w w w w, w w w w w w, w w w w w?"
1538,28,0,"","","w w w w w w w w w w w? w w w w w w w w w, w w w w w w w w?"
1539,17,0,"","","w w w w w w w w? w w w w w w w w w?"
1540,22,0,"","","w w w w w w w w w w w, w w w w w w w w w w w."
1541,29,0,"","","w w w w w. w w w, w w w w w w w w w? w, w w w w w w w w w w w?"
1542,12,0,"","","w w w w w w w, w w w w w."
1543,34,0,"","","w w w w w w w w w, w w w w w w w w. w w w w w w w? w w w w w Tw w wt w w?"
1544,10,0,"","","w, w w w, w w, w w Twt w."
1545,30,0,"","","w w w w w w w w w w w w w? w w w: w w, w w, w w, w w, w w w w w w,"
1546,16,0,"","","w w, w w, w w, w w, w w, w w w w w w."
1547,32,0,"","","w w w w w w: w w w w, w w w w, w w w w w w w w w w w, w w w w w w w."
1548,29,3,"","","w w w w w w, w w w w w w: w w w w w w, w w w w w w w w w w w."
1549,34,0,"","","w w w w, w w w w w: w w w w w w w w. w w w Twt w w w, w w w w; w w w w w w."
1550,18,0,"","","w w w w w w w w, w w w w w w w w w w."
1551,29,0,"","","w w w w w w w w w w w? w w w w w w w w, w w Twt w w w w w? w w."
1552,23,0,"","","w? w w w w w w w w w w w w w w? w w, w w, w w w w."
1553,11,0,"","","w w w w w w w w w w w."
1554,22,0,"","","w w. w w w w w w w w w w; w w w w w w w w w w."
1555,29,0,"","","w? w w w w w w w w w w w w w Tw wt w w, w w w w w, w w w w w w?"
1556,20,0,"","","w w w w w w w: w w w w w w, w w w w, w w w."
1793,20,0,"","","w w w w w w w w w: Tw wt w w w w w w w w w."
1794,19,0,"","","w, Tw wt w, w w w w w w w, w w w w w w w w."
1795,17,0,"","","w w w w w w w w w: w w w w w w w w."
1796,27,0,"","","w w w w w w w w w, w w w: w w w w w w w w w w w w, w w w."
1797,35,0,"","","w w w w w w, w Tw wt w w w w w, w w w w w w w w w; w w w w, w w w w w w w w."
1798,10,0,"","","w w w w w w, Twt w w w."
1799,28,0,"","","w w w w w w w w w w w. w w w w w w w w w, w w w w, w w w w."
1800,19,3,"","","w w w w w w w w, w w w w w w w w w w w."
1801,17,0,"","","w w w w w, w w w: w w w w w w w w w."
1802,20,0,"","","w w w w w w, Twt w w, w w w, w w w w w w Twt w:"
1803,24,0,"","","w w w w w, w w w w, w w w w Twt w: w w w w w w w Twt w."
1804,32,0,"","","w w w w w w, w w w: w w w w w w w w w, w w w w w w w w, w w w w w w."
1805,24,0,"","","w w w w w w w w w w, w w w w w w w w w, w w w w w."
1806,28,0,"","","w w w w w w w w w, w w w w w w w w w: w w w w w; w w w w w."
1807,27,0,"","","w w w w w, w w w. w w w w w w w w w w w Twt: w w w w w w w."
1808,24,0,"","","w w w w, w w, w w w w Twt w? w w w w, w w, w w w w Twt w?"
1809,26,0,"","","w w w w w w w w, w w w w w w w, w w w w. w w w w w w w."
1810,21,0,"","","w w w w w w? w w w w w. w w w w w? w w w w w."
1811,15,0,"","","w w w, w w w w, w w w w w w w w."
1812,12,0,"","","w w w w w w w w w w w w."
1813,20,0,"","","w w w Twt w w? w w w w: w w w w w w w, w Twt w."
1814,26,0,"","","w w w w w w w w, Twt w w, w w w w: w w w w w w, Twt w, w w w."
1815,13,0,"","","w w w w w w; w w w w w w w."
1816,12,0,"","","w, w w w, w w w w, w w w w."
1817,27,3,"","","w w w w w w w w w w: w w w w w, w w w w w w w w w w w w."
1818,23,0,"","","w w w w w w w w w w w, Tw wt, w Tw wt w w w w w w w."
1819,21,0,"","","w w w w w w? w w w w w. w w w w w w? w w w w."
1820,30,0,"","","w w w w w, w w w w; w w w w w, w w w w. w w w w w w w w: w w w w."
1821,23,0,"","","w w w w, w, w w Twt w: w w, w w w w w w w w w w w w;"
1822,27,0,"","","w w w w, w w w w w; w w w w, w w w w w; w w w w, w w w w w;"
1823,18,0,"","","w w w w w w, w w w Twt: w w w w w w w w."
1824,26,0,"","","w w w w w w w. w w w w w w w w w w w w w, w w w w w w:"
1825,20,0,"","","w w w w w w w w w w w w w w, w w w w Twt w."
1826,49,0,"","","w w w Twt w w w w w w. w w w w w w w w w w, w w w w w w w w w w w: w w w w w w w w w w w w, w w w w Twt w."
1827,33,0,"","","w w w w w w w w; w w w w w w w w w, w w w w w w, w w w w w w w w w w."
1828,37,0,"","","w w w w w w w w w w w w w, w w w w w w Twt w, w w w w, w w w w w w, w w w: w w w."
1829,33,0,"","","w w w w w w w w, w w w, w w w w w w w, w w w w w w w w w w w w w, w w."
1830,20,0,"","","w w w w w Twt w w w w; w w w w Twt w w w w w."
1831,34,0,"","","w w w w w w w w w w w w w; w w w w w w, w w w w w w w w w w w; w w w w."
1832,22,0,"","","w w w w w w w w, w w w: w w w w w w w w w w w."
2049,20,0,"","","w w w w w w w, w w w w w w w. w w w, w w w."
2050,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
2051,12,0,"","","w w w w w w, w w w w w w."
2052,34,0,"","","w w w w w w w w w w w w w w w, w w w w w Twt w w w w, w w Tw wt w w w w w."
2053,22,0,"","","w w w w w w w w, w w w w w w, (w w w w w, w w w,)"
2054,33,0,"","","w w w Tw w wt w w, w w, w w Twt w w, w w w w; w w w w w, w w Twt w w, w w w w."
2055,35,0,"","","w Tw wt w w w w w w: w w w w w w w w w w w Twt w w w w w w w; w w w w w w w."
2056,25,0,"","","w w w w w w w: w w, w w w, w w w w; w, w w w w, w w w w."
2057,19,0,"","","w w w w w w w w w w w w w w w w w w w."
2058,36,0,"","","w w w w w w w w w w w w w w w w, w w w w w w w w w w w w w w w w w w w w;"
2059,13,0,"","","w w w w w w w w w, w w w w?"
2060,17,0,"","","w w w w w w w w, w w w w w, w w w w."
2061,24,0,"","","w, w w w w w w w, w w w w w w w w w, w w w w w w w."
2305,25,0,"","","w w w w w? w w w w? w w w w w w w w? w w w w w w w w?"
2306,25,0,"","","w w w w w w w w, w w w w w w: w w w w w w w w w w w."
2307,10,0,"","","w w w w w w w w w w,"
2308,9,0,"","","w w w w w w w w w?"
2309,25,0,"","","w w w w w w w w w, w w, w w w w w, w Twt w w w w w, w w?"
2310,12,0,"","","w w w w w, w w w w w w w?"
2311,35,0,"","","w w w w w w w w w w? w w w w, w w w w w w w? w w w w w, w w w w w w w w w?"
2312,15,0,"","","w w w w w w w? w w w w w w w w?"
2313,29,0,"","","w w w w w w w w w, w w w w w w w w w w w w w w. w w w w w w?"
2314,37,0,"","","w w w Twt w w w w? w w w, w w, Twt w w: w w w w w w w w; w w w w w w w w w w w w w."
2315,20,0,"","","w w w w w w w w, Tw wt w w w w w w w w w w?"
2316,32,0,"","","w w w w w Twt w w w, Twt w w w? w w w w w w w; w w w w, w w w w w w w w."
2317,30,0,"","","w w w w w w w w w w w w Tw w wt w w w? w w w w w w w w w w w w?"
2318,17,0,"","","w w w w w w w w w w w w w w w w w."
2319,39,0,"","","w w w w w w w w: w w w w w w, w w w w w w w w: w Tw wt w w w w w, w w w w w w w w w."
2320,29,0,"","","w w w w w w, w w w w w w: w w w w w w; w, w w w w, w w w w w w!"
2321,25,0,"","","w w w w w w w, w w w w: w w w w w, w w Tw w wt w w w w."
2322,30,0,"","","w w w w w? Twt w, w w w w w, w w w w w w w w w, w w w w w w w w w."
2323,22,0,"","","w w w w w w w Twt, w w w w w w w w, w w w w w w."
2324,36,0,"","","w w w w w w w w w, w w w w w w; w w w w w w w, w w w w, w w w w w w w w w w;"
2325,30,0,"","","w w w w w w, w w w, (w w w w w w, w w w w w w,) w w w w w w w w w."
2326,29,0,"","","w w w w w w w, w w w w w w: w w w w w w w Twt, w w w w w w w w."
2327,16,0,"","","w w w w w w w w, w w w w w w w Twt."
2328,23,0,"","","w w w w w w w w w w w w, w w w w w? w w, w w w w."
2329,26,0,"","","w w w w w w w w w w w w w. w w Tw wt w w w w w; w w w w."
2330,17,0,"","","w w w w, w w w; w w w, w w w w w w w:"
2331,28,0,"","","w w w w w w, w w Twt w w: w w w w w, w w w w w w, w w w w w w."
2561,25,0,"","","w, w, w w w w w w w w, w w w w w w w w w, w w w w w w;"
2562,13,0,"","","w w w w w w w w w w w w w;"
2563,8,0,"","","w w w w w w w w;"
2564,23,0,"","","w w w w w w w w: w w w w w w w w w w: w w w w w."
2565,17,0,"","","w w w w w w w w w w: w w w w w w w."
2566,20,0,"","","w w w w w w, w w w w w w w w w w, w w w w."
2567,26,0,"","","w w w w, w Twt w w w; w w w w, w w w w w w w w, w w w w w."
2568,19,0,"","","w w w w w, w w w w w, w w w w w w w w w."
2569,16,0,"","","w w w w w, w w w w w w, w w w w w."
2570,15,0,"","","w w w, w w w w w w, w w w w w w."
2571,25,0,"","","w w w w w w w w w: w w w w w w w, w w w w w w w w w."
2572,12,0,"","","w w w w w w w w w w w w."
2573,49,0,"","","w w w w w w w w w w w w w: w w Twt w, w w w w w w w w w w w w w; w w w w w w w w w w w, w w w w w w w Tw.t"
2574,7,3,"","","w, w w w, w w w."
2575,11,0,"","","w w w w w w; w w w w w."
2576,32,0,"","","w w w w w w w, w w w w w w w w w w? w w w w w, w w w w w w w w w w?"
2577,19,0,"","","w w Twt w w w w, Twt w w: w w w w w w w w w."
2578,17,0,"","","w w w w w: w w w w w w w w w w w w?"
2579,22,0,"","","w w w w? w w w w w w, w w w w w w w w w w w w?"
2580,29,0,"","","w w Twt, w w w w w w w, w w w w, w w w w: w w w w w w w w w w w."
2581,27,0,"","","w w w w w w w w, w w w w w: w w w w w w w w, w w w w w w."
2582,12,0,"","","w w w w w w w? w w w w w?"
2583,23,0,"","","w w w w w w, w w w w w w: w w w w w w, w w w w w."
2584,11,0,"","","w w w w w w, w w w w Twt."
2585,14,0,"","","w w w w w w, Twt w, w w w w w w:"
2586,10,0,"","","w w w Twt w w, w w w w."
2587,30,0,"","","w w w w w w w w w Tw w wt, w w w w w w; w w w w w, w, w w w w w w."
2588,36,0,"","","w w w w w w w, w w w w w w w, w w w w w w w w, w w w w: w w w Twt w w, w w w w:"
2589,20,0,"","","w, w w, w w w, w w w w: w w w w w w w w Twt w?"
2590,21,0,"","","w w w w w w w w, w w w w w w w w w w w w w?"
2591,17,0,"","","w w w w, w w, w w w w, w w w w w w w."
2592,17,0,"","","w w w, w w w w, w w w w, w w w w w w:"
2593,24,0,"","","w w w w w Twt w w Twt, w w w w w, w w Twt w w, w w w w w."
2817,12,0,"","","w w w w w, w w w w Twt w w."
2818,22,3,"","","w w w w, w, w w w w w w w, w w w w, w w w Twt w w."
2819,30,0,"","","w w w w w w, w w w w w w w w; w w w w w w Twt w w; w w w w w Twt w."
2820,12,0,"","","w w w w w, w Twt w w, w w w."
2821,25,0,"","","w w w w w w w w Twt w w w w w: w w w w w w w w w w w."
2822,30,0,"","","w w w w w w w, w w w w w: w w w w w w w w w w w w w w, w w w w."
2823,29,0,"","","w w w w w w w w Twt w, w w w w w w w w w w: w w w w w w w w w."
2824,14,0,"","","w w w w w w w w; w w w w w w."
2825,14,0,"","","w w w w w w w w; w w w w w w."
2826,16,0,"","","w w w w w w w w w w Twt w w w w w."
2827,17,0,"","","w w w w w w w w, w w w w w w, w w w."
2828,22,0,"","","w w w w Twt w w w, w w Twt w w w w w w; w w w w w."
2829,13,0,"","","w w w: w w w w w w w w w w?"
2830,20,0,"","","w w w w w w w, w, w w w w w w, w w w w w w?"
2831,22,0,"","","w w w w w w w, w w w w w w: w Twt w w w w w w w."
2832,18,0,"","","w w w w w w w w, w w w w w, w w w w w."
2833,24,3,"","","w w w w w w Tw wt w w Twt w, w w w w w w w w, w w w w."
2834,24,0,"","","w w w w, w w w w w w w, w w w w w w w w; w w w w w."
2835,19,0,"","","w w w w w w w w, w w w w w w w w w w w."
2836,16,0,"","","w w w w w w w w, Twt w w w w w w w."
2837,19,0,"","","w w w w w w w Twt w w w: w w w w, w w w w."
2838,40,0,"","","w? w w w w w w w w w w? w w w w w w w, w w w w w w? w w w w w w? w w w w w w? w w Twt w."
2839,28,0,"","","w w w w w w w w w w w w w w, w w w w w Twt w w w w w w w w:"
2840,28,0,"","","w w w w w w, w w Twt, w w, Jw, w: w w w w, w w w w w: w w w w w w.j"
2841,36,0,"","","w w w w w Tw wt w w, w w w w, w, Jw w w w w w w w w: w w w, w w w w w Twt, w w w w.j"
2842,21,0,"","","w w w w w w w w, w w w w, w w w w w w w w w."
2843,25,0,"","","w w w w w w, w w Twt w w w w, w, w w w w w w w w w w w."
2844,19,0,"","","w w w w w w, w w w w w w Twt w, w w w Twt w."
2845,18,0,"","","w w w w w w w, w w w w w w, w w w w w."
2846,13,0,"","","w w w w Twt w w w w w, w w w."
2847,11,0,"","","w w w w w w, w w w w w."
2848,20,0,"","","w w w w w, w w w w w w, w w w w w w w w w."
2849,13,0,"","","w, w w, w w w w w w, w w w w."
2850,28,0,"","","w w w w w, w w w w w; w w w w w w w. w w w w w w w w w w w."
3073,11,0,"","","w w w Twt, w, w w w w w w."
3074,17,0,"","","w w w w w w, w w w w w w, w w w w w."
3075,34,0,"","","w w w w w w, w w w w w w w w w w w w: w Twt w w w w w w w w w, w w w w w."
3076,10,0,"","","w w w w w w, w w w w."
3077,10,0,"","","w w w w w w, w w w w."
3078,17,0,"","","w w w w w w, w w w w w w w w w w w."
3079,14,0,"","","w w w w w w w w w w w w w w."
3080,22,0,"","","w w w w w w w w w w w w; w w w w w w w w w w;"
3081,17,0,"","","w w w w w w w; w w w w w w w w w w;"
3082,26,0,"","","w w w w w w; w w w; w w w w w; w w Twt w w w; w w w w w w:"
3083,18,0,"","","w w w w w w w w w w, w w w w w w w w."
3084,27,0,"","","w w w w w w, w w w w, w w w w w w w w, w w, w w w: w w Twt w."
3085,33,0,"","","w w w w w w w w w w w, w Tw wt w w w, w Tw wt w w w; w w w w w w w w w w."
3086,9,0,"","","w w w w w w w, w w."
3087,24,0,"","","w w w w w, w w w w w w, w w w w w w; w w w w w w w?"
3088,25,0,"","","w w w w w w, w w w w w w, w w w w w w; w w w w w w w?"
3089,20,0,"","","w w w w Twt w w, w Twt w w? w w w Twt w, w Twt w w?"
3090,19,0,"","","w w w w w w w w w w w w w w, w w w w w."
3091,11,0,"","","w w w w w w w, w Twt w w?"
3092,10,0,"","","w w Tw wt w w, w w w w."
3093,27,0,"","","w w w w w w w w, w w w w w w: w w w w w w w, w w w w w w."
3094,16,0,"","","w, w w w w w w w, w w w w w w, w w:"
3095,28,0,"","","w w Twt w w w, w w w w w w w, w w w w w w w; w w w Twt w w w w."
3096,24,0,"","","w w w Twt w w w: w w w w w w w, w w w w w w w Twt w w:"
3097,21,0,"","","w w w w w w w w w; w Twt w w w w w w w w w w."
3098,22,0,"","","w w w w w, w w w w w w; w w w w w, w w w w w w."
3099,11,0,"","","w w w w w w w, w w w w."
3100,26,0,"","","w w w w w w w w, w w, w w, w w, w w w, w w w w, w, w, w w w."
3101,14,0,"","","Twt w w? Twt w w? Twt w w? Twt w w w w?"
3102,14,0,"","","w w w w w w? w w w w w? w w w?"
3103,16,0,"","","w w w w w w: w w w w w w w w w w."
3329,25,0,"","","w w w w w w w w w w w, w w w w, w w w Twt w w, w w w w."
3330,34,0,"","","w w w w Tw w wt w, w w w w, w w w; w w w w w w, w w w w w w, w w w w, w w w."
3331,28,0,"","","w w w w w w w w w Tw wt, w w w w w w w w w, w w w w, w w w w."
3332,17,0,"","","w w w, Twt w w; w w w; w w w w, w w w w,"
3333,16,0,"","","w w w w w, w w w w, w w w w, w w w;"
3334,9,0,"","","w w w w, w w w w w;"
3335,12,0,"","","w w w, w w w, w w w, w w w."
3336,26,0,"","","w w w: w w Tw wt w, w w w; w Tw wt w, w w w; w Tw wt w, w w w w."
3337,10,0,"","","w w w w w, w w w w w."
3338,18,0,"","","w w w w w w w w, w w w w w w w w w w."
3339,31,0,"","","w w w w w, w w w w w, w w w w w, w w w w w: w w w w w w, w w w w w."
3340,29,0,"","","w w w w w w w, w; w w w w w: w w w w w; w w w w w w w w w w w."
3341,15,0,"","","w w w w, w, w, w w; w w w w w Twt w."
3585,13,0,"","","w w w, w w w Twt, w w w w w w."
3586,27,0,"","","w w w w w w Twt w w w w w, w w w: w w w w Twt; w w w w w w w."
3587,13,0,"","","w w w w w w w Twt w, w w, w w."
3588,16,0,"","","w w w w w Twt w w w; w w w w w w w."
3589,34,0,"","","w w w w w w w w, w w w w w: w w Twt w w w w w w w w w, w w w, w w w w w w."
3590,33,0,"","","w, w, w w w w w w w w, w w w w w, w w w w w w w w w, w w w, w w w, w w w?"
3591,29,0,"","","w w w w w w w, w w w w, w w w w w w w w, w w w w w w w w w w?"
3592,15,0,"","","w w w w w w w w, w w w w w w w?"
3593,29,0,"","","w w w, w w w w w w w w w w w, w w w w w w w w? w w w w w w w."
3594,20,0,"","","w w, w w w, w w w w w w w w, w w w w Twt w w."
3595,29,0,"","","w w w w w w w w w w, w w w w w w w w w, w w w w Tw wt w w w w."
3596,22,0,"","","w w w, w w w w w w w Twt, w w w w w w w w w w w."
3597,14,0,"","","w w w w w w w Twt w w w w w w."
3598,16,0,"","","w w w w w w Twt w, w w w, w w w w w."
3599,32,0,"","","w w w w? w w w w w w, w w w w w w w w: w w w w w w, w w w w w w w w."
3600,32,0,"","","w w w w w w w w, w w w w w w w w w w w w w w w w w, w w w w w w w?"
3601,12,0,"","","w w w w w w, w w w w w w."
3602,12,0,"","","w w w w, w w w w w w w w:"
3603,30,0,"","","w w w w w w w w w w w w w, w Tw w wt w w w w w, w w w w w w Twt w."
3604,17,0,"","","w, w w w w w: w w w w w w, w w w w w."
3605,33,0,"","","w w w w w w, w Tw wt w w w w w w w w w w w; w w w w w w w w w w, w w w."
3606,31,0,"","","w w w w w w, w w w w w, w w w w w w: w w Twt w w w w w w, w w w w w."
3607,34,0,"","","w w w w w w w w w w w, w w w w w, w w w w Tw w wt w, w w, w w w w w w w w?"
3608,25,0,"","","w w w w, w w w w w w w w, w Twt w, w w w w w, w w w w w:"
3609,31,0,"","","w w w w w w w w w w; w w w w w Twt w w w w w, w w w w w w w w w w."
3610,35,0,"","","w w w w, w? w w w w, w w w w w w w, w w w, w w w, w w w, w w w. w w w w w w w."
3611,27,0,"","","w w w w w w Twt w, Tw w wt w w, w w w w Twt w, w Twt w w; w w w w."
3612,22,0,"","","w w w w w w, w w w w w w w; w w w w w w, w w w."
3613,12,0,"","","w w w w w w w, w w w w w."
3614,16,0,"","","w Tw wt w w w w w w w, w w w w w w."
3615,17,0,"","","w w w w w w w w, w w w w, w w w w w."
3616,11,0,"","","w w w w w w w w w w w."
3617,18,0,"","","w w w w Tw wt w w, w w w, w w w w w w w."
3618,30,0,"","","w w w w w w w w: w w w w w w w w w; w Tw w wt w w w w, w w w w w."
3619,26,0,"","","w w w w w w w, w w w w w w w: w w w w w w w w w w w w."
3620,15,0,"","","w? w w w w w w w w? w w w w w w?"
3621,28,0,"","","w w w w w w w w w, w w, w w w w w w w w w w w w w w w w w."
3622,10,0,"","","w w w w w w, w w w w."
3623,12,0,"","","w, w, w w w, w w w w w w w."
3624,9,0,"","","w w w w w w w w w."
3841,22,0,"","","w, w, w w w w w w w w w w w, w w w w w, w w w w;"
3842,22,0,"","","w w w w w w, w w w w w w w w w w, w w w w w w."
3843,24,0,"","","w w w w w w w w w w w w w, w w w w w w w w w w w;"
3844,17,0,"","","w w w w w, w w w w w w w w w w w w:"
3845,11,0,"","","w w w w w w w, w w w w:"
3846,26,0,"","","w w, w w w w w w w w w w; w w w w w w w w w, w w w w w."
3847,12,0,"","","w w, w w w w w; w w w w w."
3848,18,0,"","","w w w w w w w w w w, w w w w w w w w."
3849,24,0,"","","w w w w w w w w, w w w w w w w w w, w w w w w w w."
3850,43,0,"","","w w w w w w w w w w w: w w w w Tw wt w w w w w w; w w w w w w w w: w w w, w w w w w w w w w."
3851,14,0,"","","w w Tw wt w w w, w w w, w w w w."
3852,24,0,"","","w w w w w w w w w w w, w w w w w w w w w w w w w?"
