ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
525,13,0,"","","w w w w w w, w w w w w w w;"
526,13,0,"","","w w w w w, Twt w w w w w w w;"
527,10,0,"","","w w Twt w, w Twt w w w w:"
528,16,0,"","","w w w w w w w, Twt w w w Twt w w w w;"
529,14,0,"","","w w w w w w w, w w w w w w w."
530,12,0,"","","w w w w w w, w w w w w w."
531,16,0,"","","w w w w w w w, w w w w w w w w w."
532,17,0,"","","w w w w w w w w w Twt, w w w w w w w."
533,15,0,"","","w w w w w w w w, w w w w w w w."
534,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
769,13,0,"","","w w, w w w w; w w w w w w w:"
770,14,0,"","","w w w w, w w w, w w, w w w w w."
771,20,0,"","","w w w w w w w: w w w w w; w w w w w w w w:"
772,15,0,"","","w w w w w w w w w w w w w w w."
773,15,2,"","","w w w Dwd w w w w; w w w w w w w."
774,12,0,"","","w w w w w w, w w w w w w."
775,14,1,"","","w w w w w w w: w w Dwd, w w w w."
776,12,0,"","","w w w w w w w, w w w w w."
777,14,0,"","","w w Dwd w w w, w w w w w w w w:"
778,17,0,"","","w w w w w w w w, w w w w w w w w w."
779,15,2,"","","w w, w w w w w w Dwd; w w w w w w:"
780,17,0,"","","w w w Dwd w w w; w w w w w w Tw wt w w."
781,13,1,"","","w Twt w w Twt w w, w w w Twt w w."
782,19,0,"","","w w w w w Twt w w w w w w, w w w w w w w."
783,20,0,"","","w Twt w w w w: w w w w w w w w w w w w w w."
784,16,0,"","","w w w Twt w w w w; Twt w w w w w w w."
785,12,0,"","","w w Twt w w w, w w w w Twt w."
786,21,0,"","","w Twt w w w w w w w w w w w: w w Tw w wt w w w."
787,15,0,"","","w Dwd w w w w w w; w w w w w w w."
788,15,0,"","","w w w w w w w w, w w w w w w w."
789,14,1,"","","w w, w w w w w w w: w w w w w:"
790,13,0,"","","w w w w w w w w, w w w w w."
791,14,0,"","","w w w w w w w w, w w w w w w."
792,20,0,"","","w w w w, w w w w w: w, w w w w, w w w w w w."
793,16,0,"","","w w w w w w, w w w w w w w, w w w."
794,15,0,"","","w w Dwd w w w w, w w w w w w w w."
795,22,1,"","","w w w w w w w w w w, w w w w w w w w w w w Twt."
796,21,0,"","","w w w w w, w, w w w, w w w w w w; w w w w w w."
797,12,0,"","","w w w w w w, w w w w w w."
798,14,2,"","","w w w w w w w, w w w w w w w."
799,11,2,"","","w w w w w, w w w w w w."
800,15,0,"","","w w w Twt w w w Dwd: w w w Twt w w w."
801,20,2,"","","w w w w Dwd Twt w w w w w w: w w w w w w w w."
802,12,0,"","","w w w w w: w w w w w w w."
803,13,0,"","","w w w w w: w w w w w w w w."
1025,13,0,"","","w, w w, w w w w w, w w w w w."
1026,11,0,"","","w w w w w w, w w w w w."
1027,16,0,"","","w w w w w w, w w w Twt w w w w w w."
1028,19,0,"","","w w w w, w w w w, w w w w w w: w w w, w w."
1029,15,0,"","","w w, w w: w Twt w; w w w w w w w w."
1030,15,0,"","","w w w, w w w w w: w w, w w w w w."
1031,15,0,"","","w Twt w w w; Twt w w: w w w w w w w."
1032,18,0,"","","w w, w w w w w: w w w w w w, w w w w w."
1033,19,0,"","","w w w w w w w w w w: w w w w w w w w w."
1034,17,0,"","","w, w w w, w w w w; w w w w w w w w w."
1035,16,0,"","","w w w w w w w w w; w w w w w w w."
1036,17,0,"","","w w w, w w w w w w; w w w w, w w w w."
1037,16,0,"","","w w w w w; w Twt w w: w w; w w Twt w w."
1038,17,1,"","","w w w w w w w w, w w w w w w w w Twt."
1039,12,0,"","","w w, w w w w, w w w, w w w."
1040,21,0,"","","w w w w, w w w w w; w w w w w w, w w w Twt w w."
1041,13,0,"","","w w w w w w w, w w w w w w."
1042,20,0,"","","w w w w w w Twt w w w w, w w w w w w w w w."
1043,15,0,"","","w w w w w Twt w w: w w w w w w w."
1044,12,1,"","","w w, w w w w; w w w w w w."
1045,15,0,"","","w w w w w w w; w w w w w w w w."
1046,15,0,"","","w w Twt w w w w w w, w w w w w w."
1047,15,2,"","","w w w w w w; w w w w Twt w w w w."
1048,14,0,"","","w w w w w w w, w w w w w w w."
1049,14,0,"","","w w w w w w, w w w w w w w w."
1050,13,0,"","","w w w w w w, w w w w w w w."
1051,15,0,"","","w w w w w w w w w w: w w w w w."
1281,13,0,"","","w w, w w w w, Twt w w w w w w:"
1282,12,0,"","","w w w w w, w Twt w w w w w."
1283,18,2,"","","w w w w w w w w Twt w w, w w w Twt w w w:"
1284,12,0,"","","w w w w w w w, w w w w w."
1285,12,0,"","","w w w w w w; w w w w w w."
1286,18,0,"","","w w w w w w w w, w w w w, Twt w w w w Twt."
1287,16,0,"","","w w w w, w w w, w w w w w w w w w."
1288,15,0,"","","w w w w w w, w w w w w w w w w:"
1289,13,0,"","","w w w w w w w, w w w w w w:"
1290,17,0,"","","w w w w w w w; w w w Twt w w w w w w;"
1291,14,0,"","","w w w w w w, w w w w w w w w,"
1292,12,0,"","","w w, w w w w w, w w w w w;"
1293,18,0,"","","w w w w w w w w w, w w w w w w w w w!"
1294,14,0,"","","w w w w w w w w w w w w w w."
1295,15,1,"","","w w w w w w w, w w w w w w w w."
1296,13,0,"","","w w w w w w, Twt w w w w w w."
1297,11,0,"","","w w w w w w, w w w w w."
1298,13,0,"","","w w w w w: w w w w w w w w."
1299,26,0,"","","Tw w w wt w w w w w w; w w w w w w w w; w w w w w w w w."
1300,19,0,"","","w w w w, w w, w w w w w w, w w w w w w w?"
1301,18,0,"","","w w w w w Twt w w w w w Dwd, w w w w w w."
1302,19,2,"","","w w w w w w w w, w w w w w w w w w w w."
1303,16,0,"","","w w w w w; w w w w w w w w w w w."
1537,18,0,"","","w w, w w w w w w w, Twt w w w w w w w w,"
1538,18,0,"","","w w w w w w w w w, w w w w w w w w w."
1539,26,0,"","","w w w, w w, w w w, w w w w w w w w w w; w, w w, w w w w w."
1540,11,0,"","","w w w w w w, w w w w w."
1541,21,0,"","","w w w w w w w w Tw w wt, w w w w w w w w w w."
1542,12,1,"","","w w w w, w w; w w w, w w w:"
1543,7,0,"","","w w w w, w, w w,"
1544,13,0,"","","w w w w w w, Twt w w w w w w."
1545,15,0,"","","w w w w w, w w? w w w w w w w w?"
1546,15,0,"","","Twt w w w, w w w, w w w w w w w w:"
1547,16,0,"","","w w w w w w w w w, w w w w w w w."
1548,11,1,"","","w w w, w w w, w w w w w."
1549,15,0,"","","w w w w w, w w w w w, w w w w w;"
1550,12,0,"","","w Twt w w w, w w w w; w w w."
1551,13,0,"","","w w w w w w; w w w w w w w."
1552,14,2,"","","w w Twt w w Dwd w: w, w Twt w w w w:"
1553,12,0,"","","w w w, w w w, w w w w w w,"
1554,14,0,"","","w w w w w w, w w w w w w w w,"
1555,13,0,"","","w w w Twt w w, w w w w w w w."
1556,14,1,"","","w w, w w w w, w w w w w w w w:"
1557,12,0,"","","w w w w w w, Twt w w w w w."
1558,23,0,"","","w w w, w w w w; w w w, w w w w; w Twt w w, w w w w w."
1559,20,0,"","","w w w Twt w w; w w w Twt w; w w w w Twt w w w w:"
1560,17,0,"","","w w w w w w w, w w w w w w w w w w."
1561,16,0,"","","w w w w w w w w; w w w w w w w w."
1562,25,0,"","","w w w w w w w Tw w w wt w w w w w: w w w w w w w w w."
1563,14,0,"","","w w w w w w w w, w w w w w w?"
1564,12,0,"","","w w w w w w, w w w w w w?"
1565,16,0,"","","w w w w w w w w w; w w w w w w w."
1566,17,0,"","","Twt w w w w w, w w w w w w w w w w w;"
1567,18,0,"","","w Twt w w w, w w w w; w w w w w w w w w."
1568,17,0,"","","Twt w w w w w w w w: w Twt w w w w w w."
1569,15,0,"","","w w w w w w w; w w w w w w w w."
1570,18,0,"","","w w Twt w w w w w: w w w w w w w w w w."
1571,16,0,"","","w w w w w w; w w w w w, w w w w w."
1793,12,0,"","","w w, w w w, w w w w w w w."
1794,14,0,"","","w w w, w w; w w w w w w w w w."
1795,13,0,"","","w w w w w, w w w w w w w w."
1796,12,0,"","","w w w, w Twt w w; w w w Twt w:"
1797,17,0,"","","w w w w w w w w w, w w w Twt w w w w."
1798,12,1,"","","w w w w w w w w w w w w,"
1799,17,0,"","","w w w w w w, w w w w w, w w w w w w,"
1800,15,0,"","","w w w w w w w; w w w w w w w w,"
1801,12,0,"","","w w w, w w w, w w w w w w:"
1802,17,0,"","","w, w, w w w w w Twt w w w w w, w w w w."
1803,12,0,"","","(w Twt w w w; w w w w w w w:"
1804,15,0,"","","w Tw wt w, w w w w, w w w w w w w.)"
1805,15,0,"","","w w w w, w w w, Twt w w w w w w w,"
1806,13,0,"","","Tw wt w w w w; w w w w w w w."
1807,17,0,"","","w w w w w w w, w w w w w, w w w w w."
1808,17,0,"","","w w w w w w w w w, w w Twt, w w w w w."
1809,10,0,"","","w w w w w w w, w, w w."
1810,17,0,"","","w, w w w w w w w w w w: w w w w w w."
1811,13,0,"","","w w w Twt w w w, w w w w w w:"
1812,17,0,"","","w w w w w w w w w, Twt w w w w w w w."
1813,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
1814,22,0,"","","w w w w w, w w w w w w w, w w w w w w w w w w;"
1815,23,0,"","","w w w w w w w; w w w w w w w, w w w w w Twt w w w."
1816,16,1,"","","w w w w w, w w w, w w w w w w w w."
1817,14,0,"","","w w w w w w w w, w w w w w w."
1818,16,0,"","","w w w w w w w: w, w w Twt w w w w w."
1819,14,0,"","","w w Twt w w w w, w w w w w w w."
2049,10,0,"","","w w w w? w w w w w w?"
2050,17,0,"","","w w w w w w w w, w w w w w w w w w."
2051,18,0,"","","w w w w w, w w w w w w, w w w w w w w."
2052,15,0,"","","w w, w w, w w; w w w Twt w w w w w."
2053,14,0,"","","w w w, w w: w, w w, w w w w w w."
2054,18,0,"","","w; w w w w w w w; w w w w w w Tw wt w w."
2055,14,0,"","","w w w w w w; w w Twt w w w w w."
2056,17,0,"","","w w w w w w Twt w w; Tw wt w w w w w w."
2057,15,0,"","","w Twt w w w w w w, w w w w w w w."
2058,12,0,"","","w w w, w w w; w w w w w w."
2059,21,0,"","","w w Twt w w w; w w w w w w w w w w w w w w w."
2060,12,3,"","","w w w w w, w w w w w w w."
2061,23,0,"","","w w w w Dwd Twt w w w: w, w w, w w w w, w w w w, w w w."
2062,12,0,"","","w Twt w, w w w: w Twt w; w w w."
2063,8,0,"","","w w w w, w w w w."
2064,13,0,"","","w w w w, w w, Twt w w w w w w."
2065,15,0,"","","w w w w w w; w w w w w w w w w."
2066,11,0,"","","w w w Twt w w; Twt, w w w w."
2067,16,0,"","","w w Twt w w w, w, w w w; w w w w w w."
2068,15,0,"","","w w w w w w w, w w w w w w w w:"
2069,17,0,"","","w w w w w w w w w w w; w w w w w w."
2070,15,3,"","","w Dwd w w w w w w w w, w w w w w."
2071,14,0,"","","w w w w w w, w w w, w w w w w."
2072,17,0,"","","w Tw wt w w, w w w w; w Tw wt w w w w w."
2073,12,0,"","","w w w w w, w w w w w w w:"
2074,22,0,"","","w w w w w w w w w, w w w, w w w w w w w w w w."
2075,19,0,"","","w w w w w, w Twt w: w w w w w w w w w w w:"
2076,14,0,"","","w w w w w w: w w w w w w w w:"
2077,24,0,"","","w w w w w w w w, w w w w w w w w: w w w w w w w w:"
2078,21,0,"","","w w w w w, Twt w w w Tw wt: w w w w Twt w, w w w w;"
2079,17,0,"","","w w w w w w w w; w w w Twt w w w w w."
2080,16,3,"","","w w w w w, w w w: w w Tw w wt w w w."
2081,9,0,"","","w w, w w w, w w w w."
2082,19,0,"","","w Twt w w w w w, w w w w w, w w w w w w w."
2083,13,0,"","","w w w w w w, w w w w w w Dwd."
2084,17,0,"","","w w w w w w w w w w: w w w w w w w."
2305,12,0,"","","w w w w w, w w w w w w w:"
2306,16,0,"","","w w w w w; w w w w w; w w w w w w."
2307,15,0,"","","w w w w w w: w w w w w w w w w,"
2308,18,0,"","","w Twt w, w w w w w: Tw wt w w w w, w w w w,"
2309,14,0,"","","w, w w w w, w w w w w Twt w w w."
2310,12,0,"","","w w w, w w; w w w w w w w."
2311,20,0,"","","w w w w w w w w w: w w w w w w Tw wt w w w."
2312,17,0,"","","w w w w, w w w w: w w w w, w w w w w."
2313,22,0,"","","w Twt w w w Twt, w w w w w w: w w w Twt, w w w w w w."
2314,18,0,"","","w w w w Dwd Twt w w w w: w w w w w w Twt w."
2315,17,0,"","","w w w w w w w w, w w w w w w w w w."
2316,19,0,"","","w w w w, w w w w w w: w Twt w w, w w w w Twt."
2317,11,1,"","","w w w Twt w: Tw wt w, w w w."
2318,19,0,"","","w w w w w w w w w, w w w w w w w w w w,"
2319,9,0,"","","w w w w w w w w w:"
2320,19,0,"","","w Twt w, w w w w w: w Tw wt w w w w, w w w w,"
2321,11,0,"","","w w w w, w w Twt w w w w."
2322,19,0,"","","w w w w w w w Twt w; Tw wt w w Twt w w w w w."
2561,21,0,"","","w w w w. w w w w w w w: w w w w Twt w w w w w."
2562,10,3,"","","w w w w w: w w w w w."
2563,21,0,"","","w Dwd w w w w w w w w w w: w w w w w w w w w."
2564,17,0,"","","w w w w w Twt w w w: w w w w w w w w."
2565,21,0,"","","w w w w w Twt w w w: Twt w w w w w Twt w w w w w."
2566,16,0,"","","w Twt w w w w w w: w w w w w w w w."
2567,15,0,"","","w w w w w Twt w: w w w w w w w w."
2568,13,0,"","","w w w w w w w: w w w w w w."
2569,15,0,"","","w w w w w w: w w w w w w w w w."
2570,14,0,"","","w w w w w w w w: w w w w w w."
2571,19,0,"","","w w w w w Tw wt w w w w: w w w w w w w w."
2572,9,0,"","","w w w w: w w w w w."
2573,25,0,"","","w w w w w w w w w w w: w w w Twt w w w w w w w w w w."
2574,14,0,"","","w Twt w w w: w w w w w w Twt w w."
2575,16,0,"","","w w w w Twt w w w: w w w w w Twt w w."
2576,15,0,"","","w w w w w Twt w w: w w w w w w w."
2577,16,0,"","","w Tw wt w w w w w w w: w w w w w w."
2578,16,0,"","","w w w w Twt w w, w w w w w w, Twt w w."
2579,17,0,"","","w w w w w w w w w: w w w w w w Twt w."
2580,17,3,"","","w w w w w Tw wt w w: w w w w w Twt w w."
2581,14,0,"","","w w w w w w w: w w w w w w w."
2582,15,0,"","","w w w w Dwd, w w w, w w w w w w w."
2583,17,0,"","","Tw wt w w w w w w w w: w w w w w w w."
2584,19,3,"","","w w w w w, w w w w w: w w w w w w w w w."
2585,17,0,"","","w w w w, w Twt w w w Twt: w w w Twt w w w."
2586,20,0,"","","w w w w w, w w w w w w, w Twt w w w w w w w."
2587,16,3,"","","w w w w Dwd w w: w w w w w w w w w."
2588,16,0,"","","w w w w w Tw wt w: w w w w w w w w."
2589,19,3,"","","w w w w Dwd Twt w w w w: w w Tw wt w w w w w."
2590,14,0,"","","w w w w w w: w w w w w w w w."
2591,16,3,"","","w w w w w w w w: w w w w w w w w."
2592,17,0,"","","w w w w w w w w w: w w w w w w Twt w."
2817,15,0,"","","w w w Twt w w w Dwd: w w w w Twt w w."
2818,12,0,"","","Twt w w, w w w: w w w w Twt w."
2819,16,0,"","","w w w w w w w w: w w w w w w w w."
2820,13,0,"","","w w w w w w w w: w w w w w."
2821,18,3,"","","w w w w w w w w w: w w w w w w w w w."
2822,17,0,"","","w w w w w w w w: w w w w w w Tw wt w."
2823,16,0,"","","w w w w w, Twt w w w: w w w w w Twt w."
2824,14,0,"","","w w w w w w w, w w w w w w w."
2825,16,0,"","","w w w Twt w w w w: w w w w w w w w."
2826,18,3,"","","w w w w w w w, w w w: w w w w w, Tw wt w."
2827,20,0,"","","w w w w w w w w w w: w w w w w w w w w w."
2828,17,3,"","","w w w w w w w w w: w w w w w w w w."
2829,15,0,"","","w w w w: w w w w w w w w w w w."
2830,16,0,"","","w w w Twt, w w w: w w w w w w Tw wt w."
2831,18,0,"","","w w w w w w w w w Tw wt: w w w w w w w."
2832,10,0,"","","w w w w w: w w Twt w w."
2833,18,0,"","","w w w w w w w w w: w Tw w wt w w w w w."
2834,17,0,"","","w w w w w w: w w w w w w Tw wt w w w."
2835,16,0,"","","w w Twt w w: w w w w w Tw wt w w w w."
2836,23,0,"","","w w w w w w w Twt w w w Dwd: w Tw w wt w w Twt w Twt w w."
2837,20,0,"","","Twt w Twt w w, w w w w w w: w w w w w w w w w."
2838,18,0,"","","Twt w w w w w w w w, Tw wt w w w w w w w."
2839,16,0,"","","w w w w w Twt w w: Twt w w w w w Twt w."
2840,21,0,"","","w w w w, w w w; w Tw wt w w w w w w, w Tw wt w w."
2841,16,0,"","","w w w w w w w: w w w w w w w w w."
2842,21,0,"","","w w w w, w w w w w: w w Tw wt w w w w w w w Twt."
2843,17,0,"","","w w w w w w w: w w w w w, w w w w w."
2844,16,0,"","","w w w w w w w w: w w w w w w w w."
2845,21,0,"","","w w w w w w w w w w: w w w Tw wt w w w w w w."
2846,17,0,"","","w w w w w Twt w w w w; w w w w w Twt w."
2847,16,0,"","","w, w w w w w w w w: w w w w w w w."
3073,12,0,"","","w w w w w: w w w w w Twt w."
3074,17,0,"","","w w Twt w w w w Dwd: w w w w w w w w w."
3075,18,0,"","","w w w w w w w w: w w w w w w w w w w."
3076,20,0,"","","w w w Twt w w w w w: w w w w w Twt w w w w w."
3077,15,0,"","","w w w w w Twt w: Twt w w w w w Twt w."
3078,21,0,"","","w w w w w Twt w w w w w w: w w w w w w w w w."
3079,15,0,"","","w w w w, w Twt w: w w w w w w w w."
3080,20,0,"","","w w w w w w w w w: w w w w w w w w w w w."
3081,18,0,"","","Tw w wt w, w w w w, Twt w w w w w w, w w w."
3082,18,0,"","","w w Twt w w w w w w: w w w w w w w Twt w."
3083,20,0,"","","w w w w w w w w w w: w w w w w Tw wt w w w."
3084,16,0,"","","w w w w w w w Twt: w w w w w w w Twt."
3085,18,0,"","","w w w w w w w w Twt w: w w w w w w w w."
3086,25,0,"","","w w w w w w w w w w w Twt w: w w w w w w w w w w w w."
3087,19,0,"","","w w w w w Twt w w w w w: w w w w w w Twt w."
3088,12,0,"","","w w w w w w: w w w Twt w w."
3089,12,0,"","","Tw wt w w w w w: w w w w w."
3090,18,0,"","","w w w w w w w w w w: w w w w w w Twt w."
3091,18,0,"","","w w w w w w w w w: w w w w Twt w w w w."
3092,18,0,"","","w Twt w w w w w w w w: w w w w w w Twt w."
3093,16,0,"","","w w w w w w w w: w w w w w w w w."
3094,15,0,"","","w w Twt w w w Dwd: w w w w w Twt w w."
3095,12,0,"","","w w w w w: w w w w w w w."
3096,15,0,"","","w w w w w w w w: w w w w w w w."
3097,16,0,"","","w w w w w w w w w: w w w w w w w."
3098,16,0,"","","w w Twt w w w w w: w w w w w w w w."
3099,20,0,"","","w w Twt w w w w w w w w: w w w w w w w Twt w."
3100,16,0,"","","w w w w w Twt w; w Twt w w Tw w wt w w."
3329,13,0,"","","w w w Twt w w w: w w w w w w."
3330,20,0,"","","w w w w w w w w w Twt w: w w w w w w Tw wt w."
3331,18,0,"","","w w w w w w w w: Twt w w w w w w w w w."
3332,19,0,"","","w w w w w w, w Twt w: w w w w w w w w w w."
3333,15,0,"","","w w Twt w w: w w w Twt w w, w w w w."
3334,14,0,"","","w w Tw w wt w w w w: w w w w w."
3335,19,0,"","","w w w w w w, w Twt w: Tw wt w w w w, w Twt w w."
3336,15,0,"","","w w w w w w Twt w w: w w w w w w."
3337,16,0,"","","w w w w w w: w w w w w w w w w w."
3338,12,0,"","","w w w w w: w w w w w Twt w."
3339,15,0,"","","w Twt w w w w w: w w w w w w w w."
3340,17,0,"","","w w w w w w: w Twt w w w, Tw wt w w w w."
3341,16,0,"","","w w w w w w w: w w w w w w w w w."
3342,17,0,"","","w w w w w Twt w w w w, w w w w w w w."
3343,11,0,"","","w w w w: w w w w w Twt w."
3344,13,0,"","","w w Twt w w w: w w w w w Twt w."
3345,12,0,"","","w w w w w w: w w w w Twt w."
3346,18,0,"","","w w w Tw w wt w w w w: w w w w w w w w."
3347,18,0,"","","w w w w w w w w: w Tw wt w w w w w w w."
3348,17,0,"","","w w w w w Twt w w w: w w w w w w w w."
3349,11,0,"","","w w w: w w w w w w w w."
3350,22,0,"","","w w Twt w w w w w w w: w w w w w w Twt w w w w w."
3351,19,0,"","","w w Tw wt w w w w w: w w w Tw wt w w w w w."
3352,16,0,"","","w w w w w w w w: w w w w w w w w."
3353,17,0,"","","w w w w w w w w w: w w w w w w w w."
3585,15,0,"","","w w w w w w: w w w w w w w w w."
3586,19,0,"","","w w w w w w w w Dwd: w Tw w wt w w w w w w."
3587,20,0,"","","w w w w w w Twt w w w w: w w w w w w w w w."
3588,18,0,"","","w w w Twt, w w Twt w: w w w Twt w w w w w w."
3589,13,0,"","","w w w w w w: w w w w w w w."
3590,16,0,"","","w w w w, w Tw wt w: w w Twt w w w w w."
3591,18,0,"","","w w w w w w w w, w w w w Tw wt w w w w."
3592,17,0,"","","w w w w w Twt w w w w: w w w w w Twt w."
3593,13,0,"","","w w w w w w: w w w w Tw wt w."
3594,15,0,"","","w w w w w w; w w w w w w w w w."
3595,16,0,"","","w w w w w w w w: w w w w w w w w."
3596,19,0,"","","w w w w w w w w w w, w w w w Twt w w w w."
3597,15,0,"","","w w w w w w w; w w w w w w Twt w."
3598,20,0,"","","w w w w w w w w w w w: w w w w Tw w wt w w."
3599,14,0,"","","w w w w w: w w w Twt w w w w w."
3600,15,0,"","","w w Twt w, w w w w: w w w w, w w w."
3601,15,0,"","","Tw w wt w w w w: w w w w w w w w."
3602,11,0,"","","w w w w: w w w w w w w."
3603,15,0,"","","w w w w w w; w w w w w w w w w."
3604,15,0,"","","w w w w w w w w w: w w w Twt w w."
3605,17,0,"","","w w w w w w: w w w w w w w w, w Twt w."
3606,18,0,"","","w w w w w w w? w w w w Tw wt w w w w w."
3607,16,0,"","","w w w w w w: w w w w w w Twt w w w."
3608,15,0,"","","w w w w w Twt w w: Twt w w w w Twt w."
3609,11,0,"","","w w w w w: w w w Twt w w."
3610,18,3,"","","w w w w w Dwd Twt w w: w w w w w w w w w."
3611,17,0,"","","w w w w Dwd Twt w w w w, w w w w w w w."
3612,21,0,"","","w w w w w Twt w w w: w w w w w w Twt w w w w w."
3613,19,0,"","","Tw w wt w w w Twt w w w: w Tw w wt w w w w w."
3614,16,0,"","","w w w Twt w w w w w: w w w w w w w."
3615,18,0,"","","w w w w w w w w: w w w w w w w w w w."
3616,16,0,"","","w w w w w w w w: w w w w w w w w."
3617,22,0,"","","w w w w w w w w w w: w Tw w wt w w w w w w w w."
3618,12,0,"","","w w w w: w w Twt w w w w w."
3619,17,0,"","","w w w Twt w w w w: w w w w Twt w w w w."
3841,12,0,"","","w w w w w w: w w w w w w."
3842,16,0,"","","w w w w w w w w: w w w w w w w w."
3843,15,0,"","","w w w w Dwd Twt w w w, w w w w w w."
3844,17,0,"","","w w w Twt w w w w: w w w Twt w w w w w."
3845,13,0,"","","w w w w w w: w w w w w w w."
3846,18,0,"","","w w w w w w Twt w w: w w w w w w w w w."
3847,16,0,"","","w w w w w w w: w w w w w w Twt w w."
3848,20,0,"","","w w w w w Twt w w w w Dwd: w w w w w w Twt w w."
3849,19,0,"","","w w w w w Twt w w w w Dwd: w w w w w w w w."
3850,16,0,"","","w Twt w w w w w w w: Twt w w w w w w."
3851,18,0,"","","w w w Twt w w Dwd: w w w w w w w w w w w?"
3852,15,0,"","","w w w w w w w w: w w w w w w w."
3853,17,0,"","","w w w w w w w: w w w w w w w w w w."
3854,17,0,"","","w w w w w w w w w: w w w w w w w w."
3855,20,0,"","","w w w w w w Twt w: w w w w w w w w Twt w w w."
3856,15,3,"","","w Twt w w w w w w Dwd w w w w w w."
3857,16,0,"","","w Twt w w w w w w w, w w w w w w w."
3858,15,0,"","","w w w w w w: w Tw w wt w w w w w."
3859,21,0,"","","w w w w w Tw wt w w w w w: w w w w w w Twt w w."
3860,14,0,"","","w w w w w w w: w w w w w w w."
3861,17,0,"","","w Twt w w Tw w wt w w w: w w w w w w w."
3862,14,0,"","","w w w w w: w w w w w w w w w."
3863,21,0,"","","w w w w w w w w w w: w w w Twt w w w, w w Tw wt!"
3864,16,0,"","","w w w w Twt w w w w, w w w w w w w."
3865,18,0,"","","w Dwd w w w w w w w: w w w w w w w w w."
3866,20,0,"","","w w w w w Twt w w w w Dwd: w Tw wt w w w Twt w w."
3867,17,0,"","","w w w w w w w w w w; w w w w w w w."
3868,18,0,"","","w w w w w w w w: w w w w w w w w w w."
3869,15,0,"","","w Dwd Twt w w w w: w w w w w w w w."
3870,16,0,"","","w w w w w w w w: Twt w w w w w w w."
3871,12,0,"","","w w w w w w w w w w w w."
3872,15,0,"","","w w w w w w w w: w w w w w w w."
3873,15,0,"","","w w w w Dwd Twt w w w w; w w w Twt w."
4097,17,0,"","","w w w w w w w, w w w w w w, Twt w w Dwd."
4098,18,0,"","","w w w w w w Twt w w w w w; w w Dwd w w w."
4099,12,0,"","","w w w w w Dwd, w w w w w w."
4100,17,0,"","","w Dwd w w w Twt w w: w, w w w w w w w w."
4101,23,0,"","","w w Tw wt w w w Twt w w w w Dwd: Twt w Twt w w, w w w w w."
